,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
756.5519@482.34,66415.23013,530533.84591,192683.22299,294795.40735,77308.42252,263345.08643,795437.44112,894334.13695,762498.59482,1682404.62636,808230.19911,289637.77376,513976.38572,532340.91542,906477.12417,1009643.29165,193412.14013,149564.31063,39981.99659,356845.45044,502842.20696,1009383.10188,933357.54264,203254.49804,94549.10769,274108.61849,226544.25452,861219.29008,903214.40956
242.1476@229.41,53916.63019,52942.28815,54932.27517,46252.44493,31167.89956,46702.23331,61715.2084,50384.5168,43887.78069,40866.099,38671.26913,61031.82846,58100.82307,43896.43575,39754.06398,22184.96301,57723.19812,55322.51766,47626.28135,49994.79668,60862.72465,39186.99852,64206.14431,56432.60876,58439.21171,29802.95962,29282.01736,57780.58789,34199.20572
197.154@229.56,30099.77352,30143.36407,34404.91737,25503.04313,16407.8797,30850.77876,37345.80186,32884.56631,28191.81766,25134.14022,17765.78822,37114.72352,37704.71076,30831.14521,24798.60869,25255.83392,35154.14665,33204.93616,32140.43431,36157.535,34146.64077,19470.40203,40819.00498,34600.09742,36138.21454,17739.59604,15564.18885,38366.43524,19599.57639
672.4674@483.23,46352.86806,71688.47797,130500.62863,257603.60278,216205.11623,266981.32773,387519.67464,409783.48491,421016.55828,530060.27444,398142.68068,144176.46063,325347.39109,280760.22391,409090.83849,438320.57563,67940.26303,152173.03974,46122.04748,213121.41355,355537.84633,490061.24882,178637.15872,7255.39231,86801.62492,238857.25285,292715.31634,345039.46226,440969.10774
816.5753@499.74,12478372.57791,33859224.96803,28762038.76676,52801850.97999,43285246.19067,35214755.84776,49124760.9566,75042745.28467,73649937.63754,84583615.50779,68563946.22399,66038419.07494,65458445.3161,32527708.75147,82549080.54931,74213323.73971,47623653.38167,26929077.65762,17113929.62558,64205322.3281,73688237.20121,91414492.90272,83779187.04192,26688369.06852,20162245.72042,47287874.19487,51147030.10065,63431943.21548,84731693.92615
244.082@496.46,294409.95691,319382.89112,344555.34704,266201.16781,101976.33668,252713.0346,330036.00441,287620.70343,252941.01663,252444.16868,211487.44307,324580.10605,372585.51383,211579.29638,185199.62489,28043.55917,383099.57081,326232.67959,261194.87597,287576.83495,459356.2251,191296.5317,419945.75006,328809.88284,303857.2369,83959.80925,147716.78986,424935.87969,178739.43305
900.591@483.11,164266.87102,153991.6296,456452.18059,178981.10419,124856.65045,273281.70058,165773.8537,331100.1589,238879.47553,228296.81839,652747.25643,159403.49429,270743.1089,190692.35265,247575.6611,260002.64371,97043.55039,65468.84911,183732.78518,155507.68067,223345.58971,380210.89498,199403.37716,117405.75796,145972.09912,168580.39166,169977.17455,176744.61748,240655.92362
753.4653@482.91,72830.56634,78463.67546,166070.84664,347433.33666,202883.50342,309078.1284,419769.21941,552101.42758,575451.56749,809254.37597,633762.45687,299631.09825,363821.94138,467268.61595,481397.54493,599990.58326,226941.69448,156552.95376,71120.15228,352151.87255,415438.44281,716841.6501,475656.42743,168078.43498,137938.4656,275092.13936,266731.88659,447616.42476,599872.67651
361.1901@438.65,9531.99423,17535.09532,14470.99811,13844.01827,15228.46841,8564.32763,13700.93824,11347.19882,9050.55996,5971.84792,5711.32943,12566.21619,13911.44416,9300.96658,7445.95866,6879.69862,21024.68193,17741.27506,11870.8342,11348.34219,23405.91418,4194.19193,15084.40256,15459.08775,7089.8982,7560.12398,14418.68481,14028.18636,4305.68147
997.818@488.22,60752.4828,53125.38673,51212.79608,71185.03627,28640.55691,22430.72048,66094.52831,37518.04036,42627.46422,71477.15131,7902.2395,73524.00409,95950.74091,42341.59386,21569.31186,36014.09818,14309.81255,55530.52566,69596.10475,58929.18255,48271.27764,71.43895,66918.74292,53913.17681,24672.73937,3127.00792,54645.4119,80459.12829,6888.83038
301.216@446.56,113878.64506,138769.92677,108139.13783,107592.41538,148802.05226,86381.8295,125481.24415,82562.05804,99644.09233,88580.49486,92148.18279,114341.38696,98290.63901,104807.24654,93554.69423,100758.99451,124629.56377,131043.91412,112849.02492,100980.65051,96077.7657,79950.21653,113477.52606,101562.70078,99427.74447,99515.9745,106759.02382,103307.42624,83653.33414
363.3255@583.05,9288.28962,14509.93499,5794.78432,12045.83281,17944.6589,1882.39326,11006.13579,3107.52455,5407.7362,853.83439,3624.49045,7667.41684,4543.18469,8895.10204,4601.55893,5803.3162,7485.54462,3813.0714,4824.27853,10764.34055,7206.16976,806.66179,6964.55459,8972.07087,2829.77817,6800.37039,8008.88506,7143.39509,1496.90438
559.4702@486.62,820897.84096,1284386.38275,834219.21581,785185.8851,1099533.5275,420448.47304,1029894.88095,512110.24705,590013.26613,451094.89953,473261.28544,811668.11677,629253.71085,745842.20086,633421.25448,697700.08862,1033566.11526,893961.75432,825396.30759,938922.81939,530141.87412,317975.30209,1001489.48982,847857.85022,524586.49887,662480.03435,805558.98581,741242.41149,435064.60386
231.9775@681.47,268774.18489,270393.6274,41898.9176,157908.60402,261157.46384,287927.83236,306460.44496,302312.10754,139461.28322,292220.85697,410984.97319,224305.72246,172732.52919,254061.99858,59239.05257,236804.78235,279006.33495,293259.13497,169517.8932,355091.01825,310346.37796,126004.10097,262054.92389,298318.6829,274362.0121,287362.6284,263413.22325,336148.02226,179590.0503
560.4736@486.66,283227.26182,447488.54691,271432.65289,270611.88014,392696.28875,141795.16586,342567.68963,159402.24548,197593.46834,155848.59386,153371.50828,279027.50926,210674.23518,257765.35408,199154.85363,223840.32878,354386.68081,301701.66453,259102.85263,320030.57232,170724.49801,133524.71735,331389.5896,289430.53876,162400.07329,223990.49467,275572.62881,253342.70156,148146.82183
388.2091@438.73,14325.70445,22341.39468,19503.13198,17985.04491,33708.63979,8794.41732,18089.74295,12827.1183,12186.85642,3678.88513,6530.38407,14509.98868,16556.96159,12141.20335,7195.58154,8983.30409,25895.48804,19186.57406,15832.95519,13017.42428,17015.56714,2484.59143,21211.71374,17286.44907,6503.94035,8945.13659,15975.56142,16054.58578,3336.08374
693.4437@474.82,5285.11646,118538.82864,125502.85768,165285.00265,88859.83549,102371.94765,216050.43376,184170.3937,239224.11525,328403.51828,267323.94503,136873.84587,183676.922,182571.4647,206838.73658,273927.52136,12902.22348,120446.27519,65577.62772,114695.57705,201070.12154,293853.12903,217726.22824,131520.02624,153482.11457,117284.16922,121172.92653,179705.7275,368922.464
366.2259@488.17,246724.28701,333382.99749,211194.30002,224448.31275,338122.91959,113680.86239,261352.4247,121909.76312,174708.32212,116702.44889,108479.2547,233835.3431,195155.68635,195918.54535,125533.00143,181464.83136,309594.05064,254217.03774,186530.73019,237130.38881,176902.96275,62437.83991,258397.14716,242143.24281,111632.91854,197117.55277,242236.61954,227409.74663,121502.22241
213.1857@383.08,79956.23095,82953.10712,84749.31462,88471.13661,107243.53079,76597.22127,82701.1571,97374.80518,77813.94831,68191.93024,80480.9283,74143.64495,103407.23647,82530.56516,72683.95699,77299.98489,118282.62418,118780.45548,83417.14281,96052.82317,80887.96623,65953.75862,86606.25361,76332.87726,69307.95341,108769.4024,83488.08887,95065.11002,73344.2007
309.2794@532.6,1402263.15036,3247657.18536,1520376.22229,2681393.01213,2414980.33766,454471.32983,2201821.18257,1123908.92743,983971.39455,466166.64692,497503.1244,1302308.6071,973213.73656,1298981.31635,811824.78374,921424.00424,2506274.46138,1955035.55662,1104385.12992,2024982.22966,2133843.65695,170523.93285,3422034.80245,2188110.51717,696104.68034,2036169.11232,1440252.94903,1146467.48057,538330.12254
385.2345@438.71,19485.33325,34025.35018,31294.63823,20235.66972,38428.20545,13502.60905,29327.33163,19392.96457,18268.3941,7282.34323,9570.68432,20753.93352,26847.70988,16323.787,12740.26451,13629.35892,34739.61047,33893.51811,21412.02582,19072.04963,32780.64117,3569.16511,32394.08065,28893.45157,13515.98995,10609.88261,26080.52339,24488.9099,8108.48067
307.2471@478.92,23569.47489,30773.73562,24016.35295,19208.89867,25154.65218,16503.57605,26309.31648,19026.83879,18929.67415,15405.96796,13469.00437,21467.84875,21818.77603,20045.9134,14534.27494,18233.41238,26056.9515,28767.94376,24213.08192,23763.02986,20250.45136,8178.50501,28787.66699,30406.24654,14816.94195,16838.77205,23783.53412,25223.60721,13345.79831
310.2826@532.64,305977.4243,731142.33999,332598.29623,602551.53541,536813.62168,99112.72015,490940.23285,246934.40975,220495.44602,94251.5895,108209.08949,287245.54319,220445.00826,284686.89252,172884.95867,200888.82146,554402.01076,436938.81745,241489.02599,449053.8004,477083.62365,39897.84983,779494.94102,491147.86428,149338.63854,455644.26025,315513.47634,250854.00131,117284.24781
698.4851@482.77,307486.27189,570672.93844,623221.30976,1097328.45501,1007563.04779,645831.67636,1468784.50242,1360434.36625,1869749.72476,1899202.11777,1503682.94697,1540846.8935,1108548.94712,1061242.90868,1712912.64148,1763939.65792,897110.50508,739611.06858,466928.9192,1383655.97546,1290850.9323,1609919.0662,1177177.12692,533852.06017,700548.22331,1080379.16547,1136155.22529,1269128.84669,1585083.19273
379.2316@488.08,37635.2132,43071.5905,33908.38439,34780.87846,39214.46887,20109.81461,36171.21343,30454.06647,27568.89065,23475.20746,19775.57259,38060.91491,33145.40093,34952.72165,21198.21408,35514.47847,52932.6701,35362.0034,35193.5671,47314.7535,25436.06148,7856.41245,45636.12759,40137.11614,22297.93674,29093.385,38775.56361,32849.18282,24882.50152
350.2389@488.22,484508.54764,639049.49984,434476.9104,424207.10101,571450.22603,276485.23098,525952.51301,303022.34557,360841.15416,281061.06471,245021.8795,439464.28055,369031.56435,387219.19831,279242.63484,382228.35969,576389.28277,542830.36209,399626.0949,473740.49496,390639.94768,149182.42937,538154.94434,515327.03374,253597.25553,347470.82006,459150.56715,436063.29967,273061.77114
349.2357@488.22,2488435.5031,3382771.50709,2307691.02079,2161427.05664,2885933.05547,1405070.52668,2688540.80458,1524533.1567,1825863.54909,1431588.69846,1227309.9262,2307376.89382,1907474.00235,1950297.07087,1432774.83289,1957802.29019,3098899.07197,2831359.27877,2034517.63533,2492319.30368,2031218.90544,775072.21915,2824547.24215,2653166.22676,1303053.13976,1790034.41919,2306012.20871,2314460.20714,1424102.51956
817.5789@499.78,2246422.0798,15992380.09129,11611265.03916,25076253.99426,19712537.58612,16738189.08385,37652687.88491,35611117.82894,36155206.90094,40171191.98641,32583540.57384,31447247.56885,31179745.78054,15290359.59439,39321464.93259,35316801.91081,13397528.80797,12786609.41096,6809953.27002,30431276.9071,21357521.57438,43196953.47266,39666886.66414,11773979.41924,7217890.77865,22061474.73952,24015575.08547,29892274.86097,40183787.49209
697.4786@482.21,414612.59246,1137409.41355,734762.20192,1102501.45995,985200.92604,640874.51134,1594290.7068,1680992.55039,1744930.4843,2124927.87402,1616579.82667,1422470.76859,1445692.79388,1228197.10223,1618209.88035,1806220.00159,916611.15187,841350.43818,506201.62781,1443959.33972,1540529.76578,1706659.76816,1863563.74859,650822.26849,477242.30203,1053412.0296,1150223.76295,1605209.31673,1877606.68827
671.4651@482.83,214353.89658,788155.85873,380541.52453,738078.64684,444856.90457,691435.69277,1053405.31212,1104201.15319,1133131.14503,1401224.52154,1100026.52336,920789.44276,889127.44497,802940.34123,1120670.58206,1216521.03878,648956.43877,431548.13847,172993.91644,922632.42698,976227.76369,1305515.46976,1195340.23378,374200.45645,156295.49061,689166.25329,789772.73777,952042.33432,1183261.02151
887.5611@496.13,538764.11744,1279398.01617,1806726.2416,880295.54484,667128.46062,588619.81184,689232.34537,1943625.04339,983730.60949,2627134.84559,1262790.29614,1464810.76741,2034310.76851,407911.04444,2616600.53029,2962307.85002,1414610.97496,2376160.92274,1758567.18581,522218.78841,1111080.6525,2115186.92241,1685888.87088,1588688.22916,1404807.50129,876060.64931,399586.628,1120454.74395,2337151.9202
263.2375@488.1,47678.03643,76935.2463,40246.58198,38854.52243,68236.50566,16152.17199,62461.05343,22763.18913,29935.20323,16241.65241,14031.118,45987.04377,32903.51637,33667.00225,22682.55033,34392.10538,75958.88637,69178.76556,38120.99296,53300.04516,44001.6918,5835.19752,70698.42399,56734.43794,17762.66807,31083.89648,43326.84204,44304.41102,17965.37977
802.5608@506.53,8501268.33603,33738128.72926,16145847.61747,39613418.83525,34117215.02262,26004772.20742,63684915.33999,60347244.0723,57727412.79021,71629934.13141,52094013.5351,46567528.2452,53581748.32959,40878735.21002,65009146.3297,60046531.56826,37757366.58771,17464803.00129,10682664.96706,52240374.94887,57679028.15228,71366794.16283,66538734.19432,15115585.2976,13524489.2706,33819223.59689,40006153.53906,52835944.21141,67855130.47553
357.1785@488.19,16908.65415,22946.56048,13169.7413,12633.40871,24251.05618,4174.60567,20004.90589,9019.47051,10506.44112,5758.66298,5153.28092,13253.24751,14893.81223,11576.77931,6821.23811,11435.33584,21836.85382,15224.03028,11852.53996,15493.02208,13394.30783,1527.6015,23135.32243,20308.31772,7281.11964,8995.49215,14255.19324,14716.74022,7489.56699
304.2362@438.81,690320.04476,1209978.33939,972136.06107,679561.81012,1377483.38392,410687.16407,822685.35717,646850.68804,582637.89529,186383.61583,317737.3712,579122.26805,853979.31012,525281.21261,371379.1589,449578.43016,1072349.20971,1108490.65578,736661.41476,638932.79037,864773.76151,101307.94701,1049514.1531,943497.54628,407670.12566,349730.5394,783098.71385,755648.81024,237354.25409
282.2517@518.64,4757032.2798,6208211.41519,4705569.30715,4945599.77536,5411869.9225,4421595.02023,4628273.87428,3578172.86138,4539650.87392,4259403.35466,4535301.54408,4984466.70117,4235937.42909,4961596.44393,4079228.54208,4415508.26282,5339702.23586,5455554.16608,4792483.35817,4766724.34355,4420132.78275,3925406.89841,5603831.21379,5320472.14422,3861213.42883,4849851.36442,4946551.29017,4887844.03235,3916062.43112
743.5416@504.23,741925.97307,6009473.1768,449989.96584,7233192.71443,5512242.95646,5266877.67995,11090860.78995,11044930.72031,10537621.63879,12753767.70372,9728894.47861,7268699.22288,9630691.2085,7823364.94928,10954936.72974,11312955.14751,6499532.00288,2726275.07745,819977.53041,9239199.27456,10497405.92835,12617295.61577,12729136.61388,2062776.81574,1522242.73399,6039584.16787,6843822.41306,9525408.21258,12053783.92457
378.2361@487.96,37626.92562,53566.05412,40595.04817,34729.28026,35198.65077,25859.93341,39391.2725,29374.31963,32316.71939,24083.41235,18024.95706,40644.25733,30259.59748,35986.78681,23686.25308,35922.06916,41284.47393,38675.48786,38540.14125,41814.78884,33394.82297,8018.34763,43571.8401,37022.45057,23729.82083,30690.14783,35365.06265,40124.25953,23424.79893
241.2168@447.82,489417.24734,689087.91306,537436.10095,383951.63833,795459.40892,269863.30707,654724.68555,300848.62647,360345.52055,235911.80095,271385.29523,465722.15299,466150.84543,444580.58076,312999.51169,434120.72325,1581503.70437,836465.18467,557241.47549,667953.33455,505895.13199,253636.45803,612233.59339,641353.67482,282153.1511,408762.45545,577895.53808,445209.02623,307029.35472
359.2943@517.57,399603.38345,451507.39389,286589.76517,239206.24746,467357.08468,169335.44078,373128.74683,233060.02776,269639.52032,129259.07342,182239.88866,388384.471,324709.73416,195036.42717,175772.42774,228834.57595,321956.77231,325851.83326,369405.34984,400789.72651,274491.46331,79429.72868,566672.16975,424025.79352,187227.2403,255380.82408,280735.13452,360800.40141,146037.90725
371.2192@438.68,20878.70942,38141.12951,29509.80089,20242.55401,39936.72435,13790.11352,24536.61832,20801.10644,16921.70968,7449.24131,9083.96024,17755.32383,26063.97891,15571.18557,11766.07545,13672.03088,36498.69091,39817.21147,21999.78483,19493.42749,25629.87762,2621.71975,30694.24039,29004.96892,12939.96289,11951.75237,23379.0386,22735.42146,7779.60776
240.1597@230.73,379904.65249,383539.61335,400011.61836,359726.766,296029.62948,364902.15781,402528.18734,397395.25099,369522.83268,360972.56721,321856.19941,395831.64065,403670.86164,343129.16684,347296.84281,339901.16237,410753.18156,402817.56076,383079.74654,381207.94774,402776.5332,337974.35896,445237.6955,388936.36982,409757.07333,306212.49032,296025.06491,411738.47603,342543.98858
803.5638@506.64,3172414.92464,15274407.89055,6924946.52655,18303210.61256,15663420.75008,11825141.33796,30327660.6466,28462806.31702,26803512.4663,33389211.13057,24352983.49487,21592281.08712,24908646.54093,19016016.66174,30343628.78768,27859268.02019,17386375.35063,7624609.49134,4120162.62265,24098607.39827,26793014.06374,33142690.83885,30452815.29187,6326221.26844,5257701.30511,15593058.1938,18259476.63651,19810013.22628,31608129.55508
585.4865@488.08,12568298.82006,22267250.29972,10892138.30287,10064062.73343,17141893.746,4131043.16763,16151204.85169,5192973.32277,7392270.31695,4152847.69947,2949541.59262,11777010.0372,8069717.55428,8371640.44079,4864963.70296,8605294.7388,19113672.23162,17715587.56264,8938594.09866,14444027.37,10596552.84546,956800.44149,18782433.96433,16148452.97075,4227040.82552,7901126.56877,10616327.21976,12326998.91387,4590622.04983
348.2803@488.18,9463.90027,12847.55382,10866.07432,8554.28091,8751.54252,8377.02229,10286.97675,8077.00769,7876.67823,6928.78981,4956.20958,9930.35745,7860.73296,8592.19901,6197.7819,9095.07772,9949.74526,12018.087,9226.35961,10119.62153,8054.2982,2696.49007,11203.72953,11882.90874,6320.45244,6492.37024,8541.29165,11748.51901,6652.17376
303.2328@438.79,3031550.55517,5378209.19109,4289233.11505,2826250.47473,6118445.35098,1813413.31722,3658024.42654,2722156.77823,2548567.12962,842368.18399,1410811.88428,2545990.48328,3807559.55742,2312444.03111,1676899.97954,1989817.03254,4757021.32634,4919730.95973,3235391.38813,2787304.0341,3819604.32953,513476.55612,4684594.68926,4166643.18718,1785487.38236,1632735.00498,3448577.5428,3312733.16429,1085145.23285
324.2231@479.2,266276.95153,353817.23349,261326.77709,213167.3052,304817.21675,163123.04522,285101.84117,174067.65672,210457.45198,154385.87279,146184.05524,243318.43877,234580.67777,208036.17779,159536.12324,215928.07634,318278.61248,298926.56084,249623.64247,267659.57952,214345.47593,102003.98035,321910.78158,304073.71916,154829.95748,186622.50841,252390.46868,266550.8435,162360.30469
360.2979@517.6,87240.7173,102167.71543,62404.0454,48888.0727,105996.73385,36583.83821,86601.67426,44776.86155,54216.92547,17323.17479,40776.92436,86975.41648,73989.03167,41306.25364,41418.76619,50773.86439,71707.64779,68408.30024,81392.92346,90037.51008,58288.3689,14196.6953,131509.44821,102554.91814,39998.97259,59757.40969,55619.27375,85354.50855,29750.78436
614.5259@488.29,2267614.29472,3218634.6832,1851960.83659,2112353.74467,3110441.05854,895213.29381,2249329.6934,1138492.32584,1672810.65485,903723.52766,1034938.12929,2120217.89192,1421651.97675,1990685.54241,965168.85403,1823578.1516,3044935.05562,2191777.93917,1888799.02176,2228157.13149,1729656.18966,439378.80191,2497785.2635,2031454.78525,858262.12281,1942594.37101,2348082.14536,1802351.8673,1016060.84339
323.2201@479.21,1507302.15149,1999315.08238,1493559.49113,1205851.56651,1726064.37727,931494.24566,1609193.65719,993938.10544,1189379.36677,886250.993,814414.65223,1364595.20045,1318027.44947,1164715.40443,909833.47846,1212020.92433,1789799.12483,1674693.29119,1386620.36898,1535882.6183,1221710.46678,583900.76971,1800711.25246,1733373.03396,883108.97855,1063049.40058,1427028.1431,1499701.15238,930714.98519
347.2766@488.18,62943.76913,81823.66663,67286.57295,56035.27466,61932.21874,53616.11066,62118.20086,49384.826,53571.59685,47720.22014,39077.67498,61683.28276,53774.84663,57612.36741,42456.18215,60007.95683,65916.95044,73087.77776,60429.28082,66008.04988,53053.32237,23046.50443,70773.44067,70041.09433,42939.05434,42273.31627,53742.23207,70958.00696,43017.5906
163.9125@623.82,85812.06391,103411.94014,123015.99239,74516.70453,56342.59353,199810.46544,160118.68492,107420.44041,121058.87543,292052.17166,99374.12017,125666.20802,117854.96008,112674.45218,232093.88569,243187.01183,96134.32576,180877.85397,103029.35132,117013.60479,162250.42492,145016.29626,127495.70946,120724.76597,143403.6103,109876.1092,63402.35719,113969.7223,250624.00875
586.4897@487.95,4800191.41789,8653998.69739,4127361.82391,3819206.05793,6547955.80043,1550387.1461,5974260.47543,1978322.97565,2842847.69709,1592811.9326,1107678.78507,4495666.29449,3084070.72561,3179709.52759,1845196.43877,3265911.50608,7297998.56738,6593494.83097,3395165.8946,5355232.88139,4020270.43907,358962.74705,7172718.80996,5987380.15223,1580646.84426,2993603.47351,4055597.34153,4567480.58123,1757392.40631
641.5536@488.26,33456.79592,51751.11013,25851.03829,26599.57819,50598.86066,9542.56353,34987.27877,14432.13703,19051.91301,9668.40073,6892.86591,30392.52696,18921.73657,25364.84199,8188.28757,24458.78634,47146.56665,30659.32572,24814.96636,29109.20609,21978.77186,3032.42158,40784.99739,30285.29896,8863.29168,23841.90189,31264.4773,26762.7257,10452.81996
264.2409@488.04,7467.2682,13890.01169,6554.19885,6599.8688,11920.0373,1956.44795,10958.33484,2538.19152,4438.05027,2152.11236,1719.36814,8374.39094,5447.96259,5092.21634,3220.95356,5537.89865,12832.87789,9884.3083,5691.21567,9064.85349,7310.04789,650.26135,12473.80439,9918.72247,2085.76459,5772.19389,7550.98454,8056.00634,2893.6609
321.2407@487.97,746200.01968,912078.16423,717364.11699,644932.84676,731102.38893,498203.75305,713579.00402,483976.99223,591636.93044,473312.74537,409435.75917,681801.26383,568477.64881,631426.9518,435751.81797,647213.92617,780559.93189,774955.76683,629451.16252,698868.37336,577622.21542,241177.86207,736596.85683,717690.26374,419682.77891,526078.01279,623752.60309,717287.15609,453150.31596
268.2355@460.18,146884.58323,210278.04001,97824.45915,91154.34685,207708.43586,34865.59901,192511.27327,38192.54463,70005.70709,33723.23911,32854.86824,145953.54209,73320.92176,62218.849,56511.27155,79780.64599,277514.90647,275024.75212,99005.12251,197204.42628,79361.06399,19686.64678,181477.24335,174087.48036,37047.434,45325.33615,139675.48533,130693.93054,47678.80579
619.4798@496.84,30325.10757,31600.1603,33575.56952,32200.81182,33818.46455,31856.19343,36623.10525,55688.13283,44987.84556,35177.22118,45924.08433,37099.27501,48860.80784,31630.06135,55642.11861,47378.84615,44573.05663,39866.48917,29133.36718,55440.14887,71946.04715,51537.45622,40216.82252,30567.02205,41008.50011,38267.7528,36068.14343,29614.90808,47762.91562
257.4459@478.71,325255.22581,498940.88879,140354.37191,176661.19894,511949.46638,173132.26808,446463.77715,73137.35342,179715.14133,21259.72245,18079.9779,336126.49628,135704.13747,150954.03614,141341.54739,201800.81523,551811.65849,346388.85182,129361.17147,402628.81205,123664.36725,914.43911,975505.52246,503038.34575,127026.85595,47067.2239,305149.02628,153850.39537,55381.22085
253.2167@515.85,1139367.45398,1129605.66236,998317.47094,1222981.49037,1617279.95249,820173.03803,983781.37266,1221565.74333,497419.12359,755979.47181,955133.84799,1403798.63804,867893.80812,1635563.81754,745236.36461,1442532.51627,1043471.19996,1304763.37789,1085133.03836,1280338.30653,933680.51685,733669.80815,1070015.49473,1362337.14888,1285283.59503,1696709.08868,1634041.73124,1406484.90379,777811.20959
322.2647@479.34,9068.83136,11837.12492,9798.84348,4911.97785,9067.19763,6432.00046,8611.87253,6661.70978,6514.08601,6139.82053,5039.7615,8959.50814,8126.69839,8214.08154,5932.57784,6235.40881,8090.21086,8813.28549,9460.57741,9013.1021,5844.55657,4331.94281,9609.65948,11591.5534,5495.09713,4900.50525,9211.57736,9490.55935,4175.082
355.1808@488.19,46361.89571,62620.83945,42535.30774,39726.08661,55704.30701,12948.29107,61793.98974,24601.85949,36493.48302,17992.05827,18002.23142,42417.56997,36730.47135,28059.97862,20872.14074,29345.57677,65213.16378,48304.89875,36671.51899,47715.66996,35947.98868,6598.38096,66594.33857,53189.22332,16551.97442,32188.93001,47867.10534,38858.37445,21182.89155
728.6084@488.35,67821.04688,100583.44671,58741.53246,58878.8937,91364.39507,28602.58102,61092.63238,38691.20073,52632.95436,25843.25105,22729.92776,63523.07433,42870.79985,64015.41846,29177.04879,50306.05472,108600.16011,77716.6632,45675.01892,66906.46518,63186.79054,6697.38731,95055.74951,68170.82704,23194.82312,52731.75938,75099.27674,57652.52839,27333.55625
306.2513@513.71,157368.8377,170765.76491,72477.24958,171506.38344,167847.65886,74613.66491,142961.48961,139139.83871,78413.29745,151075.01343,78644.79939,158818.29566,69327.39944,175704.78944,140412.21135,165965.94992,156024.19573,160614.87203,76268.46156,155409.25223,67821.80329,66435.51369,164101.37439,153209.56397,144889.73217,171008.98778,167687.20641,72090.59447,143894.16857
615.5257@488.29,815163.25424,1131669.6721,679496.90591,781219.04207,1110899.84744,344283.438,809006.11287,431757.88747,629277.89406,322811.83285,428723.9778,758703.8179,532275.6299,748990.78472,352425.92536,676201.4755,1080316.95097,758738.56239,681638.94522,771530.30404,583308.40937,229833.60465,883465.50113,705206.16363,325363.93079,732119.18785,868651.92396,643350.32773,388640.76276
254.2202@430,1252814.5552,1038838.34962,532812.55377,450805.11453,1678383.31408,118427.7255,1316899.02927,144435.24624,330730.2586,152148.35963,96549.24237,1350951.90768,326964.52849,272058.13245,170855.94347,354192.88121,1672606.75557,1991074.86572,542889.07229,1037737.72956,599491.06285,60602.40904,1522488.48178,1025692.2127,169254.47491,277770.14724,962417.58455,1232020.48972,232059.13105
377.2337@487.73,111562.14097,123052.76925,105421.6725,81795.27295,99787.6518,73216.49322,118652.81176,83397.81721,85521.01044,69450.2587,45785.4711,124800.48209,102157.80801,86254.94111,72376.92011,103406.93894,151874.8445,125580.57462,106466.54949,121137.5019,108129.67316,13891.76147,125742.55852,121762.10862,75089.70973,80940.5715,91855.92954,125081.48709,70127.81758
253.2171@430.01,6733783.88669,5539220.30701,2964290.06813,2459184.47481,6267.39513,679951.09983,7101761.18698,825945.29554,1795906.21934,809196.3921,559025.58549,7261031.33994,1812706.6257,1493305.9075,965106.42086,1947506.12869,9048165.17073,10812369.19646,2920667.0982,5587881.20712,3233896.54504,356182.35026,8517177.73852,5500697.40908,960178.50038,1519659.85178,5203735.74164,6606976.51615,1315867.31914
249.1851@365.57,21301.35582,39172.41042,17546.79364,20137.26243,25105.60453,2686.39945,24636.08541,9652.1186,10649.64151,2886.11664,6614.34436,14075.73457,12053.88911,8660.59865,5148.27412,10803.10587,19900.50744,21975.10819,12925.48,23990.79171,11652.75004,466.78805,67567.65083,30432.16965,5457.92188,5343.51301,14025.07985,20160.18254,3523.01839
267.2324@460.18,781414.91702,1128552.8967,540087.75131,491149.27347,1086760.58812,193773.5037,987093.57147,234457.80999,381409.20028,195129.53757,202059.21053,776029.93903,404889.98074,333685.16493,311508.20473,432196.90536,1449728.07675,1423312.42376,511288.33892,1045376.3609,432149.42355,121772.23852,966258.38236,933717.21289,199256.11775,241831.26676,688240.54283,710733.24147,269278.60334
