,men_HCW011_RPLCneg,woman_Pt122_RPLCneg,woman_HCW019_RPLCneg,woman_Pt085_RPLCneg,men_Pt007_RPLCneg,woman_Pt038_RPLCneg,woman_HCW099_RPLCneg,woman_HCW080_RPLCneg,woman_Pt070_RPLCneg,woman_Pt044_RPLCneg,woman_HCW114_RPLCneg,woman_Pt032_RPLCneg,men_HCW237_RPLCneg,men_HCW059_RPLCneg,men_Pt095_RPLCneg,men_Pt010_RPLCneg,woman_HCW035_RPLCneg,men_Pt025_RPLCneg,men_Pt089_RPLCneg,men_Pt063_RPLCneg,men_HCW574_RPLCneg,men_Pt068_RPLCneg,woman_Pt164_RPLCneg,men_Pt047_RPLCneg,men_Pt074_RPLCneg,men_Pt020_RPLCneg,men_Pt110_RPLCneg,woman_Pt036_RPLCneg,men_HCW578_RPLCneg
Label,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,COVID,COVID,COVID,HC
134.8937@567.58,3473739.10412,2571281.49858,4104328.01071,4525776.02169,3065397.06633,9138336.53254,2305074.45477,2721402.62484,2316856.34868,2257096.90255,2183898.08399,4512193.19498,2438969.71103,4100046.33168,4102168.71512,2865568.14921,2226272.77929,3375178.81599,2848039.01298,3517450.69773,3561315.81422,3368612.12864,3548199.44831,6655734.79292,2811497.55368,2787557.0588,1804737.9962,2135306.14669,2286662.27966
134.9508@638.06,159484.42287,12776586.95079,23897.55103,12311069.966,166176.92453,25891.06503,38476.863,12315675.99322,12458870.78862,12506772.63529,12417068.10055,176689.48521,24443.53106,169085.31954,189299.38085,158836.42679,12579058.11556,179423.46611,133455.43251,68080.20964,176424.90586,23137.6361,12345088.52005,12536973.3573,119518.33792,12874457.77826,12517925.16398,180391.5649,13001831.85525
135.0303@58.88,16854.67688,28028.16465,276475.87806,10369.13999,45034.43019,36638.57737,10980.63211,17593.59174,27531.50987,23973.41915,29519.82729,34337.30911,42622.55529,19551.60457,59815.90344,20689.06489,53811.713,52834.04294,27577.05385,13322.41459,47171.7218,27778.11221,36241.64713,5393.64031,22311.94849,39137.81561,78512.79335,23312.78041,22513.8692
135.8937@567.46,199044.48007,253123.94714,208079.91541,186728.05635,388161.74367,188659.23498,354596.59189,68659.82124,346476.5563,669385.08954,209817.32839,839185.07564,219128.12294,1027981.74507,784253.99827,235072.02666,345358.40362,399999.11031,243462.27825,268588.90587,280257.88479,182813.35109,244938.37585,197258.84123,206382.22332,712105.57462,192298.91224,385802.58452,225194.67444
135.919@636.9,2056564.85464,1405143.52608,1688543.76631,1427895.53464,1569124.01076,1575712.07599,1413264.7797,1369867.99498,1461426.47482,1383699.55755,1393748.59186,1721034.75207,1449106.70663,1866536.37196,1686339.84684,2152171.48011,1440480.59231,2030666.45539,2039144.0647,1969263.94811,1758144.27373,1456356.71696,1391809.854,1419914.31487,1840125.49815,1452432.66639,1471509.07438,1560277.23145,1404750.14929
135.9443@503.2,995513.91078,205474.88048,251572.86816,190166.88869,195586.70216,205590.19654,730716.61233,186132.02836,202417.04091,197808.28341,202659.18584,528451.03334,174626.47876,871326.71839,707498.14454,1070109.53766,603946.15584,693587.68503,1018395.40747,267939.11229,234565.40615,182497.49479,209914.02402,197420.90867,903321.25712,213134.65864,192715.92382,180959.09076,191585.72229
135.9699@600.24,357398.84482,377393.21419,456745.91534,605863.16152,363992.79119,745594.02138,457345.07979,684957.13563,408850.77239,345897.4888,407611.09873,366265.63597,639073.1076,472340.25895,778888.12874,481000.41687,35859.34558,842017.26166,777127.24608,372352.04134,793532.59772,212747.04302,667786.74107,678562.73624,875080.54588,690231.77313,668045.98153,430007.53901,635430.83817
136.8907@567.74,1099343.57298,821993.5926,686300.36602,1274430.65221,684453.51992,2983364.37988,3007092.79975,34505.72131,700264.69703,3010022.76966,686766.89988,3299903.23105,787613.81919,984804.1602,1312679.70563,1183544.16637,685907.89677,1214926.9909,1172990.95977,842901.1234,1188754.32839,614796.88205,972165.73114,651969.45694,1247724.44695,591747.2493,545139.61843,655881.84672,727993.03973
136.8911@637.01,4282760.08026,4357014.36213,4302804.04564,4163747.46555,5306067.44357,5388492.02973,3554788.209,4196406.25745,4224905.85396,4261665.87575,4211823.54722,4313132.2117,4182963.96422,4193994.39304,5310688.03144,4140073.03812,4290421.14855,4282846.4095,3938525.16134,4055454.97258,4286204.73081,4198520.27062,4188875.20304,4234337.82454,3855270.12574,4383004.54986,4246226.12542,5605601.39282,4427438.87063
136.9467@636.81,80501.06499,54584.20324,64650.71726,53742.73938,61773.93088,61827.20233,56676.92556,53216.43026,55085.56608,54360.85993,44763.2556,67468.73849,54570.70522,74556.05317,65901.75364,85915.12506,54523.37348,80821.88522,79603.78794,77690.52273,69074.69795,55821.79641,54427.40184,54178.37168,74091.15439,53783.14981,53695.37699,56161.3979,55464.24655
137.8909@637.01,392996.04818,417355.4368,451601.6828,382690.09631,498588.88197,524411.81973,340836.914,391185.99851,399458.12175,400459.55254,395175.53992,407526.80046,390596.73949,405042.22222,502776.65934,395257.08042,403905.91706,409160.22306,378869.55996,382876.5809,460392.53243,386154.92786,395376.17066,389218.83631,375864.64982,410927.28351,392407.01485,536648.75981,416569.21511
137.8909@567.34,108517.54028,79677.21065,64979.01888,81626.12322,4607.44343,125371.40586,88251.55916,69287.9158,233531.70781,93872.08649,84422.40169,100765.33887,5562.20507,89333.91544,92663.63354,87191.60571,67853.192,104948.00066,85138.83172,77338.27679,318962.11083,58061.30403,76044.74895,62167.07377,79125.25524,73558.17216,61148.92523,65095.57201,110354.61322
137.9397@636.88,785647.34001,528622.14518,630938.73066,521963.02658,585703.02346,589123.9957,537788.36642,505912.43037,538370.08769,514270.11183,515815.2892,643753.85159,534700.24673,706703.25941,635238.2039,816083.23956,541983.27522,774612.40185,783242.16435,744630.27246,663306.55347,539180.88944,520651.09061,524850.40334,705326.75183,530962.85329,541742.44676,576179.85448,523311.93995
137.9858@628.92,257539.96332,226385.41699,249167.28704,238368.13402,253871.88318,254927.23698,289623.5256,224323.77968,244394.87218,217387.00314,233850.42029,246908.81322,250241.62289,261948.4744,255101.48582,244458.78253,247546.52821,266131.02153,259616.45985,249705.7634,255796.40714,231875.58741,231699.37145,228167.80111,281626.79041,222150.15923,238924.18754,251228.72345,228785.47894
138.9406@636.8,57531.81774,32771.75176,44579.23954,38494.84328,42682.96503,52621.18525,40537.4468,92571.15349,38442.42512,98360.78962,86528.3147,46682.5018,38629.1916,50823.18914,44618.89273,62149.65617,91115.65498,55798.10166,59283.90348,54324.94399,47424.74123,35312.80729,34565.01572,85867.21299,54677.12159,36617.41627,38279.85085,52055.17237,35375.55608
139.9298@634.59,70693.56569,217689.55912,5414.74151,162694.50067,129481.23545,119097.54599,85257.12808,203438.02415,161213.83183,207816.16821,204793.02177,101166.97323,135081.67589,83420.15553,134265.42864,0.0,223694.50575,81196.85613,54.16498,75989.77286,97990.74708,132211.12171,149585.69215,194146.08128,44.70076,214006.08302,166932.17343,146775.44532,8151.92112
141.0157@716.1,393488.9431,60656.9635,298676.18878,428209.36869,186012.77177,186575.24827,372997.6212,411893.07905,160648.40842,209905.00144,371208.19178,153082.27788,362105.11427,414432.89901,441843.37052,457749.61402,201784.54978,378676.00229,375937.02719,259219.72449,168370.81637,235964.80795,229728.03056,436127.72053,285680.29782,250654.77534,321458.09245,180834.85453,414187.49579
141.0159@641.56,388156.10544,328496.73342,339312.49641,302965.10547,328055.53513,324625.9883,389553.94689,323749.21806,305963.99369,316075.51833,304855.703,364187.72941,287306.99229,382474.00315,347594.06052,408515.0505,326502.25023,373215.32724,390397.61222,234898.62754,344576.373,300945.91928,305090.63371,316971.28217,395747.28279,314813.12774,304076.38992,304686.11261,305739.46146
141.0172@31.71,4063887.3778,4163104.30237,3730644.39181,2771279.85335,4158205.6149,4376228.93226,3820600.75326,3901051.897,4302960.62067,4067097.87194,4124748.53448,3865420.74874,2533735.36259,4248152.7519,3760404.35735,3967669.78832,2341801.02719,4205271.82704,3972687.56754,4042012.12769,4361560.48244,4009504.54098,3660131.91179,2089654.65076,3940186.88082,4153510.66601,4398191.44721,3866330.97906,1666439.65247
141.066@520.92,159958.95812,288990.97959,185889.30685,186474.01177,205311.05579,197244.14133,160759.03722,207127.54368,178174.59465,175068.3127,203109.18542,287857.59885,302074.79993,178550.01725,197153.18118,152280.41458,191120.18975,175246.35071,162576.09251,171181.45475,189847.59588,185822.10643,182067.85323,383821.855,165637.79621,162743.12566,212033.18577,156220.3776,182776.75531
141.9231@634.82,1622900.74507,5368893.81676,3473367.66774,4658705.4639,3619474.71529,3908137.82577,296981.24781,5201284.49334,4556442.46522,5302419.51688,5271776.47642,3294718.88498,4291021.36724,2430083.56802,3775755.85024,1083893.94832,12759.39665,2146128.25864,765350.16148,1918322.19607,3009431.62417,4182928.99395,5005605.55105,5294661.69689,524813.14966,5449272.11133,4695883.52864,3994204.13031,5394430.36824
142.0202@31.67,172102.21156,179045.12943,161416.56359,60807.90469,185983.29272,183032.10565,164435.03788,176179.60631,175553.82773,65359.60629,178762.27993,170255.10333,28187.04182,169364.8572,165599.13608,161222.04057,82031.53794,166469.55434,156751.37685,164361.53568,180092.2277,60471.17854,13918.33298,91225.76647,156818.02317,177399.5451,180895.56934,166914.84586,19370.915
142.9233@634.8,201399.62696,644901.74293,417726.83119,543614.99346,430411.36359,463543.06086,40946.1952,611920.86034,538749.22842,628522.64737,624363.64989,395180.1705,502749.04467,296249.28251,452467.64602,143632.45792,654255.41941,258855.28965,144224.35501,235276.18694,359441.18401,486728.65114,592405.76563,620465.07989,126075.60561,648559.38784,545540.73033,471563.39238,637139.82188
143.0219@31.14,30623.66439,32710.11295,29444.45567,20384.17107,33044.15459,29946.36228,30973.94783,31004.70823,28071.3883,30468.79619,29163.02538,30360.24927,20443.98699,30693.73347,20493.22512,23539.29013,14260.37223,31296.79261,30650.96435,19109.26587,32533.15038,30570.24947,24645.55067,8705.23924,23812.68551,30931.49698,31713.90762,19744.53776,32633.83198
143.1068@231.31,84377.44342,82059.59493,109244.74953,79452.93847,78111.46979,84669.92478,81671.5408,83008.69107,81209.9602,83555.68285,83932.08738,81465.78156,75718.45268,84460.29032,76213.73339,81098.93343,71410.58332,74320.44136,84228.4066,85666.46342,81813.50095,75150.48253,89408.57552,72261.6423,79981.6449,73537.83179,83467.8382,80248.37758,94731.8266
143.9145@657.36,123597.80548,337446.80859,207176.04044,293904.46528,247703.09594,255622.03434,106553.57824,307163.01774,296300.70904,322277.87679,302062.16464,201824.05689,280170.94719,154388.32843,230157.15575,122803.17726,341722.01472,143904.23794,108349.08505,136680.75193,189512.73943,273877.51658,304549.59927,318273.60508,111992.48816,324241.02864,294544.93901,266502.72204,331990.10553
143.9226@634.8,54870.35929,171819.36205,109815.93035,144190.85498,114283.68242,127675.42452,5825.87709,161521.43338,144927.24863,165489.16128,165409.58594,106748.04556,133067.8842,76905.69062,122970.33085,34074.35354,172934.17813,68998.80926,22575.30751,60510.96512,98513.87086,130153.80005,156117.42543,161995.03644,11805.93751,169414.54393,145271.85167,126554.92234,170314.14556
144.915@657.56,14869.91337,42243.99756,27058.13128,40506.3243,32488.74297,35134.21495,12767.97698,41625.49094,39652.48564,42146.17816,40418.03406,26114.36672,35460.22922,20902.12114,29961.77495,13451.59618,41920.56955,17498.03128,13906.6697,16549.02298,24387.71764,32665.2117,41251.27915,41755.27321,14309.2479,44082.29116,37230.81988,35718.03538,42585.87835
144.9234@635.53,13703.89344,22027.4272,18816.62756,21436.71857,20313.17684,16112.01397,4960.74468,22614.78574,22418.91749,23220.23536,23734.23923,17167.98647,20370.7198,11129.9189,19732.38292,15190.64627,24127.43126,13414.67652,6736.19332,12645.54653,17963.32134,16742.15125,22674.54952,22112.82483,7156.63409,23538.82619,20487.57628,19825.61452,24564.81328
145.0968@31.56,37112.43437,27137.49659,40152.77201,6711.51405,52858.70404,33906.6158,98408.66968,15517.45221,39740.15026,8461.32144,47154.74813,94431.77555,65610.55449,79547.05814,74996.14359,25962.91962,4396.10958,58577.75827,30160.85951,33607.18392,108487.16976,68869.29684,32795.05615,2655.63292,44004.86324,42990.98236,122972.3195,66100.77266,40176.85094
145.918@635,41777.11695,124307.67696,72165.52328,107028.33805,94543.02591,100535.87749,15056.98426,116418.13853,112610.00533,115417.19225,109646.52494,85362.79933,121690.59557,53295.23402,83958.29837,36201.23221,117479.49901,64239.37914,29032.91452,44436.97256,68394.6621,108854.39499,107354.50021,124463.99922,22970.69084,112907.8067,108460.72745,98218.95344,121397.46357
151.0251@75.6,4595.87168,11073.14111,17567.16566,6643.53308,24319.97785,15593.43818,9669.83654,4787.371,24877.27529,13294.4235,12402.4816,20701.94434,3287.06575,6546.7979,10054.52764,3905.89693,1373.42095,19139.70828,22154.77207,408387.55501,11971.83641,18020.77917,13084.99721,3857.13886,23371.51812,25001.64363,16422.11069,4035508.99717,10667.93579
151.0252@59.12,12658.14976,30870.99959,49759.11185,12246.65543,84609.22885,37488.51743,25584.60155,16675.56386,54892.49094,35162.00641,35197.82544,55647.251,8278.24999,17197.22306,51870.34475,11829.27413,7876.08658,65311.74979,46382.38893,23004.48636,37517.46938,48045.75329,32870.30574,8243.9742,60461.43098,78154.71292,39723.22755,738926.11575,34099.24494
153.8677@635.74,141605.33744,60377.00309,140049.02098,102368.0663,120492.66551,130515.36511,126892.51785,68057.25329,106126.71489,59601.75166,73538.89694,140356.21051,113428.36206,146691.17869,141514.35567,144722.85859,71544.69095,150720.26025,139061.82972,141947.42262,144138.42809,108232.0182,74000.19022,71620.52668,134151.16261,65276.8121,89055.81653,127031.48702,65220.77697
154.0501@496.97,48543.72052,122903.12052,78227.10433,85151.65203,132411.69094,132173.28262,13982.27046,105415.76461,131445.38376,116617.29874,125358.70205,90471.2974,73727.17168,73137.02933,108477.91467,66425.81426,70553.69852,78747.88779,54471.17654,82759.67618,67522.12281,136560.81272,120856.83418,96977.64265,41053.7419,148714.00872,133070.06615,105154.32593,71803.86475
154.0613@33.62,183018.16283,111853.46183,190590.85941,71184.81571,185890.83007,124561.82437,198181.42713,117221.5089,123478.73023,198469.43064,161605.20909,142848.46802,61128.77638,131203.60948,125862.96371,86285.55537,66395.96758,94046.30403,103460.706,85295.91972,189156.52007,148679.77991,110459.18282,20934.46371,108784.11654,157279.33641,129510.97493,95830.55405,196299.78372
154.9464@482.76,416065.1125,233807.40073,286531.9566,279427.18417,246255.5604,252004.13845,370209.37032,363375.03444,239961.40941,264339.62344,299628.45058,294315.30825,292383.8742,336372.63383,321777.38368,374643.7439,393848.29159,339346.13613,361847.29927,320266.85439,354957.15739,263228.63584,248380.50619,329536.61515,318186.82102,242908.06126,294246.41101,289178.30072,231324.54791
156.9198@641.74,12571.22343,20747.72695,14853.26974,18958.41162,13057.69757,16714.55213,65268.15337,20296.64859,17315.65916,21422.81634,18349.04846,14692.50955,18207.14839,12660.87014,16142.88366,11272.35834,21688.80712,12805.19498,10670.5806,12563.30257,13920.6006,14626.4707,19160.17341,20537.40194,9162.26653,20108.94892,19334.90679,18613.28623,19713.90042
156.9437@634.27,1155368.12243,1755503.55323,1284247.7309,1606079.59715,1394096.26657,1521776.22727,906582.95817,1606414.05733,1639062.52465,1496701.80954,1603836.30233,1273519.16564,1502800.92215,1190304.01969,1331008.59634,1072036.90654,1659017.49647,1180848.33498,1040864.59522,1183709.77597,1232000.91428,1479695.66268,1613942.39775,1663939.43186,997962.5029,1553551.68476,1624308.16678,1453585.00218,1541200.82867
156.9907@32.06,6439.48192,6962.76835,26290.08462,6206.44464,7814.62635,6357.93866,7611.78724,8204.42259,8046.56529,10699.13209,10026.53134,10015.7913,12247.6729,9580.24162,7459.76675,8453.95638,22827.46427,10191.30416,5827.33721,8963.43653,9205.96777,7510.08094,9282.07933,6160.00739,38890.19071,29288.50721,10172.43449,5274.11062,7263.1097
157.1226@505.8,764245.02114,616089.22989,695151.05431,646644.2218,584609.58402,615950.35969,42286.35378,699099.66374,564909.69298,632751.94414,625407.51246,674576.38324,627503.2308,713932.88229,662965.48221,742617.42186,700558.69381,682099.75624,751693.51678,264781.24997,179866.08749,628478.8556,597006.5446,646498.71367,709181.35309,608448.06311,620134.09217,352011.22047,617507.7363
157.1227@263.22,662108.67689,665398.45153,653649.85483,633694.17969,663800.41253,591971.22413,638514.51401,643560.15664,650203.07973,651888.73474,648044.88578,640656.20586,635265.67734,665935.75809,661450.27113,566275.18809,643618.83048,671605.81688,552947.89142,645749.6464,623348.78964,537194.30005,732083.46814,659416.26378,535618.95807,536316.38948,658810.98259,653825.36032,656466.675
157.9288@635.41,45633.89453,14814.00954,37214.07989,54022.29347,40638.32868,85292.08541,7575.41935,28559.5615,70746.59272,16326.10464,33192.33112,42610.60069,0.0,34361.17729,46455.14004,20697.58718,37254.3534,32182.4687,17475.63151,32357.38573,37565.05537,88152.2485,20227.49501,28144.53335,15565.41559,23145.83396,53486.53028,71105.49991,48769.88632
158.126@263.1,55881.56998,56290.73211,61470.14388,47436.16246,55485.7106,56949.76634,54633.79914,54820.1272,59648.34093,53965.15743,50202.14291,53129.03227,51137.72294,50614.80107,47825.00489,58584.16899,54900.52722,54150.34613,56208.26124,54446.0834,60265.51531,50706.60685,57505.58612,55655.75792,50470.73594,61155.3582,48307.26497,50900.30838,19241.92383
158.9382@542.72,20100461.08172,25585495.10123,24931735.1904,27123514.00441,26709379.8246,25943936.57405,3394146.76158,27187520.50264,29139321.76959,26231589.92603,26383242.20144,24217377.14246,27000201.30895,22140716.48622,27406109.50756,18947442.74409,26965125.68165,21039715.14005,19166089.90609,20885329.93774,22956943.07642,28870325.1261,26367148.21674,26578184.72548,17737227.43425,25948521.78398,25332899.09559,28631878.00928,26176729.84637
158.9386@634.3,373569.51527,32953023.95384,480773.52317,34458960.15036,29910578.45056,32474374.29892,160019.17207,34214410.07753,34682429.73976,32512072.0044,34119631.00822,465119.03507,659558.55907,395401.14117,534601.90298,304496.05949,35146453.93869,400178.81152,276922.41084,384292.19664,447899.47908,32354748.44967,34096900.66512,35087467.74743,240724.33109,33567499.38684,34603841.48471,621714.99423,33185974.32453
159.1651@634.23,236597.48836,48751.96322,340190.58843,516964.00138,17638.84663,31238.16597,64314.08201,34869.63167,529003.1352,42563.27476,39019.19448,11085.10838,517671.95579,256422.63634,388864.46898,177493.99582,55195.2225,255505.23171,151562.48839,245839.84965,9856.70374,481028.78759,522940.68115,42713.76476,120279.29085,52019.1307,521130.29885,471443.76637,48059.7053
159.9387@539.14,1904441.90094,1532484.7493,3398711.08734,4230455.10687,3630145.50664,3815053.01817,2346881.13228,4126509.33746,3934615.50609,3600806.76562,2030669.32184,3597072.76559,3681840.33257,2892085.37371,3734609.2513,1887691.10648,4025094.09987,2839336.59306,783764.00648,2709303.22192,3305191.66142,3860677.10219,3879253.58213,4193538.10167,2501421.12652,4082225.48664,4021844.02231,3986630.97518,1718784.69672
159.9389@634.27,3506501.39434,4673324.61777,3927349.25544,4819618.02158,4213456.86809,4526417.66372,2789614.26809,4812241.50138,4835613.44995,4545843.86305,4763580.16201,3918089.50101,4584629.91122,3640151.24137,4041481.60057,3286952.71264,4980308.43011,3599258.001,3174883.66064,3614159.95781,3778023.61047,4459317.74462,4800327.29476,4838029.07583,3047761.13644,4705039.05577,4852181.62443,4425566.0874,4682034.27748
160.8412@636.53,39872.26664,19035.62225,35120.27707,23522.14238,27476.07094,29227.67349,42660.99294,21426.7319,12163.29319,20943.383,18949.66854,17662.56202,24516.74038,36934.0378,34573.80189,42589.66335,11015.87663,41942.30467,43070.48504,38347.40193,37059.00914,23439.53793,22185.65693,22426.23624,41499.82805,21451.85686,24325.65569,28920.6192,18201.40317
160.9381@540.87,573420.09566,1016587.73321,942828.09709,1045476.89784,1012123.47683,1024602.97662,680809.04433,1018838.45211,864872.15194,731315.88251,1029559.13984,1034901.88394,1037362.73777,653574.12765,1010135.44854,801184.37174,1056795.94253,868812.03751,760509.09842,875877.79903,888597.03648,1104598.14255,1011387.26696,1006130.55977,710126.82774,1019391.10374,983435.13282,1076932.96701,1018499.16321
160.9382@634.3,973512.48628,1333572.57783,1057102.01843,1319951.48979,1155891.88559,1274630.98526,790385.23013,1306175.10561,1326142.14253,1264256.60065,1271808.71414,1089468.95942,1250904.09647,1010461.75547,1112125.46348,922543.55447,1363772.14966,1014276.88762,894608.01031,1005374.29266,1035308.20322,1207268.6252,1305018.83859,1304453.29678,862809.22507,1301307.02418,1303647.20266,1204785.8319,1300378.49929
160.9558@313.77,6958.997,8185.58171,5879.17093,7283.28786,8137.44406,8774.03058,7290.13095,7828.58961,7819.64746,7675.6733,7304.6133,5096.39948,7401.00088,7480.99962,6941.46785,7875.32612,7560.0358,7981.88646,8054.19452,6296.15782,8264.93418,7635.8976,7777.46283,4963.39809,7443.05655,6433.17078,7172.27751,7006.53682,7718.09819
160.9758@652.94,324921.44495,318704.69668,316249.14969,315132.83664,325734.63981,328901.95198,337967.3249,308918.5576,310051.36853,317429.51312,324867.29286,322793.85169,305493.49748,324589.28078,318121.45008,324196.05701,328468.16151,308598.06046,345297.94389,314186.5483,344436.64347,317303.25647,315409.24366,302163.34204,323882.65183,315353.97847,300838.64006,312228.71143,308836.00396
161.9126@570.04,824085.04562,2922963.27997,2019073.96068,3639992.02908,2557867.38755,3347330.01984,1199091.14199,2945856.22368,4244789.41299,5921566.63302,5333353.34824,1967507.6487,2829337.26311,1382655.13516,2326862.08804,893606.61653,5870447.32709,1101586.71986,710495.78847,848559.50098,1738731.37745,3143785.70553,5132799.0992,5511346.43561,674733.39471,3250641.55737,1916590.2181,3025727.35858,2640969.93487
161.9127@608.14,2518983.24282,4359172.72656,1921758.96212,4182890.07987,3419458.32793,4028776.85366,1496439.59579,3994906.23026,2449247.59368,4668635.54279,3908876.93123,1392489.28477,2440941.78772,3041958.29143,3096150.53157,2211792.33862,4059346.32304,903498.06438,1087411.82599,2756244.50242,3758407.61514,2160034.56546,2177830.21275,4001115.7834,1701192.64953,5538126.95151,5295089.14538,1265379.28025,5839928.13461
161.9127@624.08,2184818.325,1544495.4234,2930583.98289,3715370.18968,3225210.95936,3394708.99988,1430433.15598,4294092.20231,3534254.43276,3801951.53819,4069466.50718,2976711.0574,3460235.80365,2596469.58186,3345775.49596,2018288.34124,6610750.42225,2449812.95201,1798884.1159,2425507.90681,2885616.4231,3336281.75474,3775768.24023,4607939.59129,1693673.75102,4130144.15013,3471591.61384,3437115.27395,4399355.02061
