,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
719.207@488.31,6007.25262,8433.11348,1575.29932,10261.27052,10539.75265,14158.64005,15018.2719,9396.3279,3940.69189,8962.81088,11357.48628,13755.2538,4060.94522,10170.37935,9295.3063,2991.68126,5643.634,9414.59529,5713.49221,3845.88431,3690.16142,5912.48437,811.1947,3941.08466,6688.71196,10085.55005,1586.56104,3898.42056,9443.43486,7642.58193
420.259@459.81,41726.68384,26818.74807,35679.27821,13731.32669,19569.2509,17589.99466,34219.25564,21767.22886,33156.22476,37790.67677,13415.00563,17953.2724,43237.31764,19863.96373,28162.9002,13144.38356,34505.94183,14703.02229,32233.03758,31336.4274,37303.42461,67231.72157,18085.12021,34682.34779,32866.85539,33707.15929,20678.55585,24336.95464,33538.87344,25757.00549
701.5824@479.3,120623.48651,95757.42272,50200.11316,149558.58402,74797.49413,131573.13919,164275.62464,278114.06925,59063.95323,85641.5077,193011.72751,115788.3194,66043.93779,68173.93326,79718.56431,50279.16895,63401.09375,55356.9226,415929.46438,52250.29222,74037.47156,88649.76389,20418.24848,73584.61947,73730.46751,96159.74711,35673.12582,65284.40488,78617.50903,67068.63652
378.2748@514.73,1636110.41642,1714726.13553,1774652.75984,2368164.70535,2010807.60984,2050405.01894,1811046.09112,1775733.81164,1752549.22486,1645302.84768,1812717.22665,2085541.17353,1615196.2902,2132479.76718,1801621.91543,1678197.24304,1695659.80221,2062234.03149,1863639.11183,1769264.2147,1485826.21481,1652088.68128,1867549.21405,1480924.76496,1680166.02563,1679159.50904,1791673.87386,1681736.95786,1887930.36851,1993300.57665
598.9887@502,9337.19366,8355.7069,10685.80896,17666.46047,11661.81702,14040.64382,9712.33455,12910.55739,8823.7017,9291.2841,14743.79671,12118.07276,8536.15857,12951.08418,9828.69388,6770.91182,8189.99058,13974.65702,10954.72356,9975.64507,8358.90557,9932.11244,10821.37148,6333.98539,9251.86519,9350.3128,9083.74766,7117.51345,11549.26321,11822.07414
770.9184@519.75,9966.44158,10289.24989,10717.62669,21123.28311,13989.36245,22472.24676,13679.45057,13587.22245,10997.00729,11715.55818,18531.37777,13365.86863,9054.08,17787.67107,12850.76506,8578.45241,8183.55875,17620.67994,12686.07786,10202.33349,9784.97004,9409.68084,8881.47284,8801.65228,10093.3739,10258.47432,10171.27577,9493.04374,12812.15052,13497.35863
625.088@484.01,22188.79317,29426.19449,27414.95091,39880.74628,33088.97901,35954.22818,28989.94202,32536.54852,30194.81629,27137.6885,33452.48217,33934.72957,26601.1708,33137.32433,31792.96314,22085.08116,21145.84167,36098.0981,29050.72048,27805.33307,21421.65463,25245.21053,26362.95187,20705.36799,32688.87764,24307.18343,28220.26508,28955.73525,31938.21183,31503.57502
536.4643@478.91,75114.9324,66917.6607,49418.76594,22755.68409,60100.88627,100001.97123,95348.18163,55463.96447,12911.76351,80312.86362,58129.69736,119521.28717,50837.94473,32404.12442,45702.01185,16859.79474,45739.82976,29980.28744,32041.19188,20841.1252,54838.45582,46807.86261,2441.5725,54104.77139,46345.42573,73268.12061,2977.37504,30223.29758,45607.71453,33784.02361
573.4524@509.28,1097331.66552,98464.86803,77710.57396,245164.78861,123873.82958,216635.75653,731491.13858,448916.00318,2689256.17153,632127.01824,695194.13631,189840.25608,2867620.93944,664667.31904,576834.23609,2587063.66792,1047861.90516,655430.47945,976616.97571,300436.3425,2818439.26108,1503083.00336,177629.3983,1714982.99927,1229098.22841,966676.77285,477262.7277,185396.20991,2748857.97921,308030.4146
843.5875@499.04,3618600.4535,12308116.04449,4638227.5057,11659672.62143,2260651.22608,7910313.85009,800337.0179,9268331.28813,9905577.89872,4698000.61965,11215127.31115,2188522.74147,8959032.24575,6330123.55683,3303172.35593,4687159.15194,8164551.32824,2036658.81535,13705942.50195,12164537.25703,6884384.54515,8861807.09341,9032390.26854,4435437.44575,5903701.42165,5589994.48898,8145616.78588,13487449.39575,4706499.8875,5451874.68467
231.9775@681.47,43894.80068,355091.01825,145625.47424,287362.6284,268774.18489,246962.59661,279006.33495,224305.72246,214660.38369,299281.47816,323465.97847,270393.6274,351392.29245,157908.60402,315716.54438,153092.91359,287776.18036,254061.99858,296300.40809,179590.0503,292074.66545,172732.52919,346497.38657,298665.12474,149011.77502,134020.82793,126004.10097,110883.39654,169517.8932,139461.28322
556.3451@411.24,1128692.08699,793520.10617,753391.89935,914997.69323,575883.16237,750888.73566,1272897.86091,582504.57757,1052272.64007,1016175.39968,689195.06875,602333.14127,1009951.52901,660326.77258,892607.03011,1271280.22429,827384.29905,460940.10472,1055816.38475,608408.90721,972555.48571,1123755.31588,293256.38255,934076.15172,863891.2541,1232093.86797,319590.1343,487067.5359,1114075.60984,946684.46074
411.3471@486.18,191236.16378,28699.04151,37490.66125,109185.27335,130718.52872,100990.74333,92294.94718,86862.14799,259428.70029,251199.3967,176845.0709,98246.21192,280195.09752,76887.47923,207315.12148,393560.99256,41960.041,153815.26111,219656.78906,64250.45154,319819.66931,182950.25867,30678.76678,228225.66984,370982.7011,157318.66035,67395.9135,17454.4383,449490.46534,232709.22193
678.0026@518.45,4548.57536,7183.53356,5912.47114,8650.78949,7118.20617,8993.98293,5885.281,6229.62146,6672.36026,6338.36784,9380.19242,6113.50672,4958.96677,8649.44221,7214.12642,4580.23269,4780.98397,8204.8107,5330.01924,5403.89964,4954.83887,5532.01947,1877.176,5099.4763,5211.18321,2197.15328,4496.95041,5822.66862,6180.57117,6967.9747
378.2748@498.62,695898.42986,729616.88156,755097.33008,1085947.3106,942935.63627,1137092.67589,835695.55249,752945.14783,762162.08504,746226.34166,982179.59186,897099.55697,721064.41603,978900.41004,821244.05358,679594.77349,658604.77947,1169996.25098,819534.41967,620015.13558,734941.34462,702781.44805,796808.68018,623905.47292,650844.50728,1025273.19399,787180.08923,769211.93065,818370.87516,851158.75261
397.0015@302.41,38198.08368,36888.05726,36853.78811,39697.89506,40731.17163,42630.79319,41232.85925,38310.68634,36952.32586,37395.97032,41093.7652,38705.72531,39634.22043,43695.60798,35417.56713,38370.59742,39738.82496,40549.40417,38536.51428,37542.38595,38489.8787,38195.33475,38994.70994,39433.04594,35808.92124,39968.20984,34733.72178,36055.60971,37646.96656,39600.18269
257.4459@478.71,458521.80916,402628.81205,36359.01801,47067.2239,325255.22581,486694.87705,551811.65849,336126.49628,37242.81083,451452.02675,344741.1618,498940.88879,135346.05378,176661.19894,281763.07109,58190.15523,240695.7194,150954.03614,169414.20258,55381.22085,352922.34409,135704.13747,844.44777,152623.36357,135101.1811,456474.98393,914.43911,323415.17155,129361.17147,179715.14133
577.9493@509.04,41646.89444,47904.4844,45911.28331,69245.56606,59238.15653,67438.49952,53884.35152,55782.57571,49234.94214,46440.35803,66771.62518,60557.31132,45517.72258,60207.36557,54431.09371,37898.97538,38706.3296,58337.52359,55801.78116,44277.58539,33696.69063,43605.34751,43037.15054,37231.86075,50667.29181,48493.11225,41839.12867,44502.98736,57093.1708,56555.48157
611.5056@446.89,63132.12004,42837.4045,3340.64955,35179.55502,36489.16047,164249.20637,65194.9385,44845.68872,23247.53285,61622.18285,45670.77432,132764.63017,28272.14966,37638.24152,45131.98151,11727.46166,39445.78069,30690.6049,11092.452,7937.51985,42925.48437,34671.62214,1244.51563,46049.20372,41599.07286,55775.46245,1366.41786,18006.00269,41754.69628,26684.22204
579.3902@488.39,435.61088,70501.60585,0.0,3667.20407,377.58917,3485.4284,2645.75269,52654.62944,10672.04885,252.81911,1980.40763,4671.33633,2033.7257,8695.64028,166998.08271,12435.57048,27429.52273,3299.07523,6411.87072,62877.81348,32574.07611,27617.41888,7402.94978,99244.08046,139.88169,289315.49603,4456.96293,107441.06589,59465.15346,1126.26736
591.4611@641.65,8862.87374,2255.54368,1147.67351,3854.47616,4016.02355,4739.8298,7380.17447,5779.28784,23616.61737,7845.0372,8812.93583,4750.15794,17347.81898,4775.00101,10159.21396,22444.39333,6465.3459,7298.67252,13710.14704,3424.06507,20693.3812,10160.39665,2948.79645,14600.54192,12361.1547,11888.70203,3656.14215,1902.02963,25006.7074,10800.89988
581.454@446.63,447907.63056,217495.92701,6019.17595,63848.42768,110007.17364,1210305.19689,314777.22349,187462.12692,40767.35865,403940.30422,125666.30301,1154423.91552,108998.24902,99261.782,195562.58138,21584.00517,200131.42826,74041.1193,17636.43465,15071.02263,272987.49288,143316.10318,1106.81661,256687.91314,218005.35309,297828.01036,1834.53504,47090.44068,138683.12119,63064.24978
180.0657@56.34,113400.25881,52331.50288,144863.63013,252675.07844,184049.7317,100319.48093,142434.44462,81337.77066,132965.93441,131847.29262,113529.74912,106002.88009,120377.9535,168455.53663,117795.43397,119220.32921,81256.0725,114620.21666,143091.09556,46923.91214,204780.49097,157519.4361,71317.74013,94450.47825,140343.12249,260915.56256,23685.42575,49544.83008,159669.19671,112560.80876
555.3491@411.23,4083048.5057,2806413.68523,2651402.42721,3326860.1896,2027146.32979,2687032.80229,4725489.40947,2022368.33662,3786370.93187,3617805.24056,2428314.034,2109740.47456,3627578.68059,2332631.42411,3191299.59626,4649619.7292,2911889.34819,1606947.2497,3856593.83321,2121910.26769,3533619.7655,4064504.06867,1004270.6127,3339985.51658,3085166.47374,4490518.32432,1096788.8763,1681799.71577,4048844.23091,3422445.17288
509.3429@459.84,992154.01253,571646.65419,725598.01527,2929.1077,4421.45993,832861.38144,1682561.39562,494035.08949,4027.24947,907374.50255,2819.59612,465814.27014,925717.14866,713232.58808,3867.79685,1449261.90166,4072.16575,3557.93043,3947.50116,2876.8071,806506.22227,879407.01859,234759.82514,827253.63292,629234.53933,3192.18932,340801.83614,370095.72458,1160341.16984,857416.76312
158.126@263.1,59648.34093,51132.84163,59734.61515,54633.79914,54150.34613,57321.28171,55736.04993,53498.24917,51874.999,53308.88273,50470.73594,54446.0834,50211.0645,61742.46722,53129.03227,52917.60075,56650.40153,58584.16899,61470.14388,51137.72294,61155.3582,48338.57354,54900.52722,56290.73211,50706.60685,55485.7106,52165.09783,47436.16246,23128.20519,50614.80107
913.0635@527.53,39063.61127,38543.41315,36367.19266,87247.12957,45989.38806,74337.59641,41732.40339,45230.99991,43053.35712,38098.9444,75272.79561,47112.89047,27545.62322,69977.69571,46955.15234,26523.96172,25670.97841,68658.84506,37897.80777,33128.9986,26630.91908,40703.35201,30624.04974,27691.79185,34588.77321,36202.73764,34128.56506,32049.7022,45795.18365,52116.5717
237.87@650.67,47222.1915,52028.14118,23760.10748,262994.60397,114380.38123,180689.21028,166640.53815,83988.15657,68518.0266,55902.23996,216548.12793,130673.22022,43810.27687,197414.68745,160299.84044,30800.60982,38219.20994,226715.35502,69432.76292,53560.88578,37198.42556,47257.66215,30940.77934,34618.55455,50397.68446,125322.14054,44608.53691,26402.21101,85982.98648,108245.4263
170.996@635.26,29711.01865,28137.58991,30218.20461,61787.12331,47190.95735,59862.79423,40867.83081,18000.78746,32300.62616,29593.78585,59685.09861,46483.71891,28361.7557,50668.33998,37798.65722,29329.68626,30171.46878,50105.87653,36928.64832,30856.51221,29653.3507,30935.76797,28792.60176,29524.78015,28669.94108,31890.65588,29014.83905,13953.04239,37529.96602,40735.98402
419.2554@459.87,197267.09574,127352.80667,284340.14625,60875.47625,90316.39492,82891.9481,162961.77034,164128.00106,154527.17561,181416.30941,67476.05045,84015.14013,200046.18437,90146.70841,143194.1388,261585.62537,161816.98196,72854.27934,281672.36928,244661.96862,180693.40116,197902.38148,86537.19405,174845.79684,158456.49797,157820.38261,108509.47703,116740.45104,158433.69832,208287.72214
164.071@127.85,362954.52403,182743.61592,295340.08866,322933.52214,328605.72026,285739.50394,317921.6898,201083.14289,228722.90298,255055.20041,270521.71065,272846.6301,325440.51789,355093.62707,260318.41953,198957.05867,268128.95368,349464.27389,257551.98824,81392.12713,481556.66452,304131.02335,62078.09926,269574.27875,442187.53848,326284.15449,38590.34235,127115.51976,234017.10034,188557.8966
396.1824@488.28,20514.11658,22475.70471,6596.99191,9852.4546,9815.16857,13554.24576,13682.13125,4249.58904,2984.06971,18965.71005,12674.75298,10795.34678,4978.04419,9035.6665,9217.73522,2987.72965,3785.80172,9228.27753,2842.84694,7404.90163,4872.26419,15969.56634,819.94132,4572.49634,15240.27426,11260.68572,4286.28824,9474.5885,5286.49916,5857.83532
480.3092@411.22,5404491.68257,3712093.10172,3474234.30108,4461243.45096,2676232.7996,3579929.18204,6252542.57363,2666209.84004,5000365.42785,4794816.18612,3717705.28884,2800574.90164,4817080.02186,3105329.09126,4262570.92647,6177603.61962,3844199.60414,2117789.92538,5135718.58243,2792904.96509,4673915.50811,5382086.28414,1309835.49115,4421687.78528,4043041.09403,5952683.51324,1436904.429,2213629.10858,5386101.44307,4547553.19407
887.557@640.62,17296.50147,18600.68831,21043.20297,6298.46037,28092.87797,21566.31286,4864.76893,14955.30187,24064.51462,24394.50496,13019.23652,5405.74141,9021.3367,15543.76676,27024.84993,16593.0426,16939.03637,19712.1855,13890.71631,12686.8564,7168.69212,14029.51582,6505.2313,41192.45387,25536.20915,12724.96756,7200.7338,8590.10394,41488.76032,28933.4022
636.3479@411.23,102260.56889,71887.74383,69223.92602,83267.9591,55214.79738,67692.49443,113162.28281,51921.41889,96871.50928,91002.88398,61922.0682,53384.89539,89416.43704,59621.47841,78528.23118,110200.78821,74070.78685,42654.31584,94711.62789,54262.55721,88088.19172,101926.25856,26116.38197,82408.66495,77672.13449,106956.58325,29402.38037,43192.38474,100379.1603,84169.54362
268.2355@460.18,145727.29382,197204.42628,30322.5242,45325.33615,146884.58323,181625.75927,277514.90647,145953.54209,39655.35016,175759.37892,97355.75594,210278.04001,108693.52624,91154.34685,119717.10537,63070.82564,120824.61683,62218.849,69440.4262,47678.80579,84915.44066,73320.92176,19107.76021,146609.11699,92048.03408,196145.2977,19686.64678,63829.4113,99005.12251,70005.70709
537.3294@411.18,29237.79122,20004.13274,22675.72067,16869.51218,11057.01525,12305.26959,23731.01461,10413.60826,20696.9011,28650.19672,13135.60773,11693.79039,19974.37077,12307.4887,17062.70632,26620.66349,15631.60816,7933.72573,20239.03521,13585.13748,18065.31263,27629.27627,4981.46838,21449.47194,20677.32109,22548.1816,7019.66485,13180.7528,22270.95562,18718.84056
672.4674@483.23,389624.96057,213121.41355,428536.16871,238857.25285,46352.86806,51148.83032,67940.26303,144176.46063,438650.54193,60248.1572,241908.6156,71688.47797,175899.66912,257603.60278,353949.09252,103814.38811,433979.26837,280760.22391,465111.88287,440969.10774,360623.54518,325347.39109,275582.10839,480478.76753,342850.04908,274436.50933,490061.24882,399272.25122,46122.04748,421016.55828
249.1851@365.57,14962.37648,23990.79171,3629.17675,5343.51301,21301.35582,54009.51884,19900.50744,14075.73457,2654.84776,24317.01697,15988.66078,39172.41042,16977.21062,20137.26243,13237.23417,5855.69333,14873.0809,8660.59865,3119.87289,3523.01839,16794.66129,12053.88911,422.56803,18559.01158,10499.75844,23882.89639,466.78805,9639.43701,12925.48,10649.64151
627.5179@487.87,163184.87687,63598.39666,172557.17904,237374.8596,320050.44789,256465.73707,221335.3001,250203.63273,195788.37495,4784.18004,265485.99738,309746.39322,191087.70039,248635.81312,264092.62052,141360.76058,143040.05198,303197.40594,216344.63224,168776.56607,170730.85179,169477.36351,148793.28569,129500.86015,169721.0832,182955.88419,149864.4904,195911.59561,192966.11969,240931.58928
524.3319@515.5,100077.94942,115709.09931,121141.5165,239466.20832,140460.67454,243266.98246,121687.00524,121435.17778,147409.97348,114064.41722,222590.75256,137988.7082,99525.06831,163566.92946,126540.74211,83781.15268,90418.09419,208768.69749,125235.02601,109375.14336,77953.1674,112037.72731,99966.73888,117246.20143,102412.33939,109741.56258,107082.93889,103199.7316,129512.42679,180047.75626
558.9387@509,57233.34597,63584.01659,64239.08037,98199.9843,71430.4364,92789.79268,65501.98533,68699.44292,62779.04228,65423.88048,86080.01625,72663.7516,54451.09877,80712.68774,74086.73401,51992.00361,48248.24555,80565.23673,54121.06877,61992.01236,52605.17131,64309.04415,58313.08263,53305.27595,60661.74138,59874.63527,59192.67682,56977.10905,71580.17117,74119.68498
612.5089@446.89,26375.53657,18470.40105,1535.17096,13622.53936,16117.46651,67722.18116,26719.74622,18981.6353,7562.66081,26463.39922,18722.06971,55646.94932,12856.32429,16257.841,19926.45143,4267.38062,14454.13359,12521.55651,5117.09127,3403.376,19082.39009,14461.86112,578.64457,18924.58969,17480.28116,22083.41659,324.25823,7100.69078,17444.84139,12224.45611
481.3125@411.22,1333362.34734,930276.04197,873808.96841,1111450.19477,668833.50837,892823.06418,1545828.48435,668967.67354,1243086.32403,1195822.28679,808728.87629,707329.77689,1190206.91242,782346.10887,1061525.05811,1513934.16142,955529.33086,534479.55189,1270299.87951,697932.90458,1151557.45203,1332817.49941,327368.78007,1109397.09329,1008131.50356,1466059.54631,356210.88583,555316.32258,1330069.46581,1135831.62369
367.2416@481.37,211715.89767,225076.94098,448965.08388,402926.58627,130439.12964,248905.24489,165887.38504,270029.0003,436730.60385,245340.31244,348391.97681,56044.6603,239314.08908,567450.7604,17201.32722,224380.99504,45492.86574,393689.13308,257265.70744,225405.57448,196850.7895,209890.3223,420329.93504,186557.19117,209615.82886,247740.25448,361578.59571,211849.00828,298018.84152,526388.77145
774.0607@508.38,7470.54705,9758.07874,8599.15061,12485.62055,6525.10175,12615.84776,8195.66391,10104.01074,9684.73882,8457.42225,11129.55057,10763.74263,7194.05449,9413.08871,10922.69426,5656.4366,7636.17984,10542.80658,9687.59809,9564.66041,8038.54243,7589.8034,8752.7108,6663.82428,8868.67539,8057.1496,8551.95602,7237.14991,8237.86551,9955.23356
604.4609@492.22,454754.2389,467577.39817,474021.90207,490364.02745,480587.78711,500779.67147,496607.36507,484047.23132,454275.41479,491782.90632,469017.44707,478246.99428,458835.5465,494546.20962,468374.11374,453571.68504,455143.27603,516684.41249,450592.60507,485983.32367,437504.04061,445897.55506,489168.31304,446429.93331,451430.65153,437790.02171,463547.98669,462457.53199,449971.41104,480062.38337
482.3143@411.21,218546.43356,155057.78497,143632.49662,184057.85751,110787.71146,148807.30374,256765.45441,108792.81551,207353.47891,199756.49729,136094.02806,115929.05171,194279.02569,129733.41827,173372.02012,248661.55834,158014.16872,86634.24541,207574.22996,111840.84818,186293.25847,218526.27032,51647.2346,180716.14405,164329.09954,243016.50805,56170.42181,91325.29265,223154.29511,186805.3068
886.5537@512.01,1266932.16834,1293117.2187,1565982.09852,466052.77238,621254.1991,203104.95806,460541.27637,678546.9207,1155070.63469,1934799.71869,403619.19387,670851.48745,729534.38176,320213.02384,1371355.09085,1167528.87189,1427082.22297,546372.41793,583229.23886,960385.72999,565266.60525,902806.28505,565795.57926,2826239.27683,1745687.5448,577527.52393,600611.5002,672749.35671,2255147.31476,1196566.40915
698.4851@482.77,1333898.03822,1383655.97546,1394440.15185,1080379.16547,307486.27189,983059.09718,897110.50508,1540846.8935,1728710.47695,516848.3353,1074174.53556,570672.93844,777056.11786,1097328.45501,1288475.75401,650648.67011,1554395.94017,1061242.90868,2033140.3631,1585083.19273,1356972.39288,1108548.94712,1006903.63604,1771233.09629,1179821.0411,1241286.93623,1609919.0662,1391066.48443,466928.9192,1869749.72476
520.2709@459.79,8878.08109,1839.15017,7203.92827,4489.92209,6000.3642,7081.4923,9143.25441,3505.29007,7911.27321,8938.07726,4316.79504,6780.69152,10535.71815,5395.03615,8218.9181,11838.77095,5374.38798,4112.51452,8355.27441,6742.4113,7669.6593,8657.10141,1975.00229,8528.90526,7212.54516,9577.71731,4504.63776,5690.58834,9759.48928,6374.72062
414.2703@482.49,24518.29724,34331.5377,44008.79694,53748.20277,24380.00153,40619.17751,31976.94722,35832.63882,37054.07206,38604.82163,43378.52751,58763.53497,34748.52947,47091.88412,32188.2852,35156.30552,24468.33903,30354.94902,32181.2626,31356.20287,31427.91327,32154.50338,63288.265,21852.99001,31590.66105,2747.60058,37369.81538,32803.43931,39970.39261,49489.17487
830.0287@524.36,6726.76535,6015.63164,6221.85665,11834.0786,9001.77274,11249.1022,7812.36354,6502.81655,7514.89237,6416.64091,9698.09172,9526.5929,5349.36272,8265.66354,7128.54676,6193.70046,5045.4018,9508.07914,6539.76635,5637.80206,5263.31495,5797.12484,5875.61279,4065.50394,7732.16136,5741.07842,5449.27119,4482.83249,8500.95335,7270.70174
89.0243@30.62,49572.89035,46087.15557,48276.20254,34070.12614,54447.05397,52009.55386,89349.7339,46040.2883,35013.52988,64631.88522,62606.94415,36421.85605,106026.33587,56493.52358,54638.75333,40975.28516,58173.03959,49193.20623,98171.75956,34044.48123,73001.74215,68936.40216,43515.11567,58371.92517,34576.04885,86787.74121,20214.31261,44928.87181,94966.76353,44086.02261
448.3499@477.13,357709.61887,18065.61315,37767.41807,29990.97621,66558.53043,47826.1763,43002.66515,65895.2616,294638.29253,127658.29814,132565.96073,302784.23358,108056.03848,46874.6648,91648.66814,141595.49851,103165.41853,386320.94148,210474.11208,36242.74697,239275.92322,489198.30961,11773.56496,391421.9413,191401.92365,104614.11046,49285.72824,22591.35375,173129.50656,93010.30419
514.356@479.37,5846.30174,21.63275,714.68427,127.90744,7842.2738,2753.33325,815.43563,1109.92369,4178.6923,8391.04135,3558.92607,3587.10316,7777.28669,826.96882,1454.69724,22458.59699,79.81159,3486.33317,3644.43391,446.9707,41271.57256,5561.88638,309.81915,3370.40822,9196.38781,2339.15935,436.46911,21.28606,18521.27686,7604.65075
285.181@163.72,9396.26209,8271.05794,8124.41375,6436.22236,7684.11135,7399.08143,8295.51481,6742.47416,8351.85956,7549.21419,7320.5911,7518.15373,7575.95395,7879.34842,7413.49405,8273.74675,7095.02635,7580.56944,7587.62559,7123.58078,8758.29634,7600.28795,8399.70583,9031.94377,6955.72744,6522.88751,8687.45082,8404.79412,8874.23645,7628.35633
970.6368@509.44,109294.06892,99261.47912,146802.45423,11125.49441,4017.64529,10713.75295,41612.71009,115212.21575,136779.6008,10518.51442,65128.71766,78340.50779,51254.83131,46311.64896,83762.44155,13899.46965,132405.84565,55782.96518,132089.75934,130764.92515,114567.86117,91380.65907,96881.90328,141303.43824,83392.54203,67955.36369,156001.44633,127935.50648,5465.49618,63110.57092
735.22@488.8,8982.0173,9341.58949,2646.26204,14501.46259,13886.42235,19146.39879,18984.18409,11345.68327,5209.91801,6865.4598,15029.24772,14670.49287,3804.64524,12325.94575,11539.85939,2264.29176,4903.26393,11934.36627,7053.52435,4986.32532,3897.26112,6126.03485,1547.68975,4046.86839,6930.72377,12619.74007,952.96592,3547.20624,13132.04242,11780.67457
253.2171@430.01,4207736.71116,5587881.20712,641464.8107,1519659.85178,6733783.88669,7152255.91004,9048165.17073,7261031.33994,977308.95585,6000448.00564,2899206.14363,5539220.30701,4251660.5918,2459184.47481,4733980.70348,1581015.53785,6858401.44678,1493305.9075,1319547.08851,1315867.31914,2968838.33744,1812706.6257,348437.68208,4724747.75046,3112245.04031,7771010.39346,356182.35026,2280056.50558,2920667.0982,1795906.21934
439.3782@492.72,101197.02003,20486.11961,5543.38318,49356.04502,44514.33919,74160.93573,75978.45951,39450.72578,199595.53251,139506.80969,112989.97033,59330.96525,182455.40009,58651.89532,105508.79927,326301.92915,45757.93754,86656.54559,125643.77397,39661.15887,225915.39237,109279.41727,43283.66508,165576.03367,248259.37484,125609.3312,56772.35695,20344.9102,323027.37293,112589.03834
359.1927@530.81,6567.50886,7537.86383,3666.82781,7521.49209,7529.90146,12859.8824,10334.2154,4342.11889,2334.15207,7071.39871,9217.61037,11156.62319,2606.37124,7627.40602,5342.68726,2356.49919,4155.48278,8377.11155,5425.00453,3119.59548,5847.36099,4550.5368,558.50204,4685.68428,5610.90483,7693.64643,850.06457,2659.46243,5637.69098,6195.32969
568.3955@474.06,104159.28424,60128.51276,64714.78304,36759.91868,53936.4213,58976.4933,131152.75019,56906.41439,60433.71521,79316.79958,67303.98633,64456.08233,88773.31633,60276.20405,47582.71866,182432.15812,78937.90078,65603.13962,114434.98749,45412.1478,106429.80767,175251.46907,18126.01343,81676.7265,73746.02346,129102.31891,20314.24036,28720.67917,107321.04594,96885.16804
161.9853@97.77,132.62697,1773.79948,171.99893,10365.801,6471.62041,3480.01842,24.63517,288.74399,110.51193,28.75063,104.12954,23058.30844,78779.95649,93.18153,136.67668,15580.50945,88.44063,90341.95661,182.46081,280.85826,200.83992,1708.10352,112.34183,300.38369,112.00333,387.15927,121.16932,44.36797,234.52339,618.56876
281.6865@488.12,4601864.42267,557239.3953,626255.7077,2938446.80392,489148.17235,5326192.18646,2911.65154,38234.11337,1031206.72615,72785.97041,33666.402,5278700.0142,383483.88524,409211.60142,511979.52901,200334.39261,446807.69183,3316019.21254,1516.11068,5214.98514,4624950.58346,3326752.40449,233342.76875,544000.21846,4332260.72359,4624169.23734,616257.72154,7503.71907,382220.00948,303337.07389
313.0774@373.3,18347.72215,16019.08607,17471.37831,15280.95628,18368.60866,18905.59385,19558.66608,19846.61807,18836.87334,20901.46345,17892.08613,15203.58236,17628.0046,21409.39732,17675.69789,19753.05062,22474.00965,22272.68288,17009.97087,16281.20646,18848.71866,17993.63339,15771.74664,21392.17313,16006.17248,16906.89887,14026.07311,18193.56508,16368.12407,20526.388
316.2484@210.15,66710.04699,64006.97612,64716.18812,59817.53792,63260.42733,58347.02888,64757.33176,60113.14902,63509.5764,63489.41177,58002.61244,61249.64131,60757.9438,60139.36019,62515.18278,62122.26264,61682.28513,61379.54482,65083.79908,64722.12565,63292.47028,62038.08937,61400.08952,64008.50392,64990.35578,65405.15201,64367.78349,62493.05672,62354.60621,61146.083
438.3112@489.01,4252.40396,9213.68119,10218.59647,11425.07021,11610.71669,12600.35438,13094.0879,9073.53409,8986.46491,5940.01601,11320.32293,12763.3491,3466.23911,10993.57877,9545.42556,2876.98447,5385.4344,13482.86271,9806.61762,4317.63458,2193.71726,4731.25371,7022.44385,4649.88414,5199.07367,6904.33751,6294.74126,5558.55785,9553.66061,11097.68057
301.7664@137.54,32351.377,33295.91407,36891.53334,55097.01814,39732.56211,42123.88635,34850.57725,28531.66282,39043.08839,36152.22738,42321.76842,40775.85558,36193.58382,39685.34262,34745.61646,35409.36687,34362.63975,34196.87961,39959.24159,33709.62994,31132.50335,31382.88304,32374.98808,32836.65321,34476.09296,35918.08183,33368.59192,34584.9781,40565.14943,38844.46413
909.6794@517.79,148751.53107,270977.04089,166054.8377,1067237.35956,386836.91835,443278.26044,196699.8511,264189.42592,220563.35772,221165.43937,896464.8861,448885.46191,194563.69975,409734.81148,252614.53737,161202.39845,149658.13818,430590.0647,274263.73473,167133.95654,149157.52292,185333.7714,161157.86703,114626.5992,165726.68781,222570.86498,157109.12162,144736.48862,325293.78244,419889.41384
