,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
485.3831@383.03,32562.90238,37071.4829,30243.55765,14113.00745,22276.54149,5185.8005,18719.89301,4857.6057,26928.94024,35312.15472,14630.62436,4706.69762,37885.13605,9427.4993,39422.15533,73896.56036,2035.64749,6741.84819,39082.6086,12182.15664,121140.98722,14976.68478,10348.52068,33323.20954,47019.52637,9335.24766,4776.52556,614.73118,84766.87854,39859.4569
338.2388@479.54,443288.08413,422783.26127,353547.3134,357399.47562,451591.48084,466493.46669,461911.16993,412560.27514,317809.20643,485835.21482,426306.89772,521166.41215,435299.64979,373391.51099,400193.02654,344323.39621,371082.93446,397494.99172,362316.64647,328590.012,409154.35542,409532.41036,258407.30974,408926.56536,400081.56171,425937.61542,238176.39387,353370.97836,414840.5604,384987.77658
305.7623@137.63,36149.56901,33795.77206,39665.62837,51726.33465,38661.66841,42087.5504,36242.57361,30348.06051,38484.41631,36334.74741,42836.00718,41403.95449,38781.84233,43460.86501,37177.02928,36106.43294,35165.67775,34435.49071,41631.5668,35644.57661,35486.33468,34097.68671,32322.84703,30536.30145,35240.14182,37532.18757,34724.90328,34899.12645,44934.81271,39835.63988
495.2714@411.19,41326.87643,33385.19287,18889.6049,21191.20828,22077.9234,28185.82769,48437.48578,17775.79702,24791.80863,23307.36885,25029.03102,21130.92581,37110.8617,23593.57915,33138.70003,47240.20955,28348.08078,11300.16838,23770.19117,21536.88377,34590.8612,43493.78019,10128.54548,35058.16022,19881.74893,26969.0774,7863.37554,11724.17749,42684.03488,22595.71508
505.2527@459.85,70073.17566,47057.02653,55675.63649,39003.85508,46191.62869,52568.32718,84368.03943,50277.10151,61859.69849,63570.59251,38260.47181,41587.88426,74383.87548,50240.6901,63216.78328,101123.28358,57111.93426,40433.9218,70247.37982,49284.59297,65583.63323,69648.46789,28517.32395,63794.55374,35724.54367,67876.96879,30428.63531,35558.18956,78366.02178,58742.05644
761.0592@488.43,11742.87409,13833.10642,17922.44896,23104.29454,19164.31878,19381.67878,16426.23852,15500.36723,18895.57536,13625.26912,21827.13484,18358.55315,14611.56373,20071.99054,16551.58018,11899.45928,9575.76323,20472.89606,17618.77576,15881.90166,11242.1149,15134.83794,14605.59811,14056.4288,11513.72121,13315.32701,16698.087,15349.37289,18495.57378,18630.82778
368.2409@530.48,104528.42224,102347.67806,70640.13577,172796.96437,114959.59979,193459.6322,137636.30559,90437.52874,80038.12508,102294.20135,172867.15535,135325.76322,67317.45086,141950.56836,103994.76981,60458.29323,62789.16188,162294.61856,88130.24486,62203.94102,74148.65925,91106.99369,55204.35523,73860.08813,82509.6353,96438.85006,49882.33765,70499.8932,121021.61368,138123.57283
337.2358@479.5,2341775.16891,2239095.23594,1824104.21753,1856293.79433,2352160.34858,2444070.92871,2419401.7605,2135195.48477,1656955.93176,2518506.206,2216223.27876,2710200.03361,2261150.75295,1971235.96813,2108711.63663,1786241.72495,1964247.20452,2030364.52563,1901355.51735,1712942.16391,2144374.57461,2128309.1828,1342598.84194,2104502.66945,2092666.75267,2243237.5618,1246354.26798,1860849.24739,2156974.07644,2005776.83833
610.9903@526.42,43148.26635,44545.59267,47397.44332,80952.60905,50600.91567,74073.6544,47647.62133,50023.05904,48972.82643,50044.87313,76716.52833,51673.19259,35511.12289,72699.02391,52322.35173,35307.19111,34236.03928,68349.65685,43787.03701,42161.64037,37188.26853,50298.42071,26443.19803,38006.67712,46570.73132,42369.28161,42274.75157,41488.36894,53297.07196,56057.50552
590.511@479.3,67944.40904,67076.59703,33316.48659,60997.69256,73353.54667,117904.02054,93209.04147,65220.05285,30884.21134,74059.28815,84931.88142,105916.63886,53334.59415,61577.15098,54727.40514,28856.11523,44084.55768,62685.96102,47949.48247,34234.74534,50977.44275,49615.89154,14013.98119,45863.87907,54107.10755,67183.81711,17519.03803,38670.0251,56240.80183,56931.27752
889.7239@487.98,1026521.64732,991644.33202,85301.47077,600862.03913,1083718.80773,1415363.66408,1412624.01356,787245.57474,190863.57707,1453321.23078,731720.20942,2487500.03219,833557.22948,810990.64992,941818.32589,347797.22038,722065.70482,701972.87218,188581.84122,236932.95417,979717.17162,540058.824,18306.32168,1047316.67363,730420.44174,1126954.74521,15736.44329,373140.25322,686982.40518,528815.025
347.2582@379.62,21743.17875,22002.34008,4298.49177,2345.03451,31164.01412,17598.61849,28226.15653,5582.64106,2734.00905,32161.40243,28394.43895,24070.14492,9965.31121,11896.40276,8246.70369,7238.77842,9256.74644,6194.11123,3958.42256,1336.0924,26438.77468,22538.72995,1156.82863,13943.42078,28842.24378,28005.60533,968.70155,11631.67247,8426.54633,5513.8795
523.4337@641.41,6503.87941,1336.98309,1321.89754,2668.76006,4829.68104,2931.39893,2151.416,2018.26335,8637.27426,4549.33872,4867.58971,4078.51864,2091.74062,3560.17256,8291.68351,9472.86756,2529.02926,7269.09671,7403.44586,2964.99602,18771.28941,7362.41015,1553.90333,6187.57291,8359.56042,7301.32969,2439.18462,1074.00525,14949.51754,7199.87419
692.5059@487.32,60119.60335,63345.04082,7839.84573,41953.819,66446.03472,104591.62294,78625.69898,51662.34133,16199.57655,62792.27397,58212.88258,105558.30233,39746.02539,54786.86286,59946.73144,13748.9039,45225.70307,41645.97571,20014.04288,12392.90653,36495.31181,29065.63501,992.52179,71861.70696,43390.49309,69927.61404,2497.77597,32721.93125,47808.00861,35566.8187
272.882@643.12,42285.25716,42973.19715,41957.06025,50822.47683,47463.83968,49423.27911,45043.46316,46348.14301,41426.78036,42632.26821,51457.22786,46324.55291,39114.60795,49557.1594,44608.27003,38618.29374,38741.5231,50269.88844,43285.85269,42755.59047,38080.97441,40297.98828,41339.72,39440.99669,39969.06756,40940.95207,38536.06995,40273.71467,45471.99065,47636.39305
333.9838@653.61,19825.73532,21953.6593,21791.46818,22443.1932,21943.81543,19885.63201,21440.21135,19359.54,19013.79225,21351.03624,20438.56248,21763.84882,21063.56385,20900.61351,18574.88016,20125.18735,21409.68592,21498.94511,19445.99417,21208.83254,21538.36649,21126.16239,22608.98714,20795.99125,20533.26008,20194.06258,19953.70112,20322.66964,18980.10258,20882.28713
602.4447@479,86425.58548,81806.28556,40188.84842,158418.72946,101537.54185,144178.0827,106722.33147,74952.20674,27191.93876,108790.03096,115351.46766,146510.81232,99813.0269,55208.97612,72771.67691,40582.58598,63673.44329,57842.99984,57299.29801,35536.67308,73816.74359,59083.08217,16949.11897,71536.65836,59472.17453,86816.24212,10217.67933,47083.90895,64966.12176,55003.26029
465.3043@478.55,777881.24432,890593.89402,1493920.7366,1578899.33461,1014497.52586,2271852.34029,670344.8017,447756.39931,1517946.48535,888620.60968,888487.96114,1372162.14098,568354.91315,897007.61618,606474.82443,2291663.44343,514140.91044,1395944.69386,1085499.05646,927563.04889,2125155.21445,941047.57956,432195.31432,1180063.17816,789721.07163,1532591.76938,431103.721,374414.62512,2231446.71833,2244148.41818
618.9561@509,85688.43897,96862.03652,95190.06436,141158.00632,104370.05351,138314.85161,102844.1408,102843.02279,92149.06075,95651.28682,131605.6265,114372.97276,83919.64207,124894.87548,104221.43294,74675.30408,80616.84781,122103.8122,96911.23307,85540.28258,80519.62761,89539.70586,85664.91765,77493.82442,92525.72704,89074.70129,84768.80594,84997.26248,108169.38922,110533.34134
230.979@709.82,62149.09044,62533.22829,63129.14665,96374.11434,87218.42801,102847.58522,78273.7627,82076.49582,62817.4238,73683.89261,89543.05307,85193.75261,63105.31492,105658.31282,75123.06179,49388.62144,57632.85868,110041.40168,76825.37077,58713.05255,49228.95395,29337.62808,56061.10442,53303.34901,65301.07967,67926.93102,57114.19507,52246.26213,90186.77165,77523.82151
135.919@636.9,1461426.47482,1585786.52439,1531337.22017,1413264.7797,2030666.45539,1561050.51817,1258383.8366,1657971.47599,1600761.33874,1495004.76026,1840125.49815,1969263.94811,1425437.34595,2121078.30037,1721034.75207,1395854.75243,1438714.62724,2152171.48011,1688543.76631,1449106.70663,1452432.66639,1414953.56846,1440480.59231,1405143.52608,1456356.71696,1569124.01076,1413937.76648,1427895.53464,1736452.19843,1866536.37196
609.4859@479.9,315828.47327,341155.43915,119331.77339,196869.68673,360128.61823,688559.35785,352424.12249,255554.61854,194559.55963,387770.99571,398627.23103,709973.62787,303955.71484,216195.48993,213059.59187,280846.60596,187653.71637,220525.01267,176551.29078,117088.75084,299607.54466,226506.35062,97771.01352,228853.23988,284410.7538,329707.94758,69838.4966,141022.27578,373170.07566,265145.71055
972.7285@487.98,16848.41244,18005.16419,5948.6171,17451.22488,28311.91619,28261.44865,23047.73531,14300.7887,7161.36832,32463.57784,18632.9478,65024.72642,23207.59722,23583.53115,16810.47019,13266.76107,14172.75536,24471.21796,4872.45797,7559.51876,22713.28511,12470.6402,1375.19212,21658.80185,12701.23751,18222.99098,444.72823,12107.7642,17752.7499,16525.96418
329.2481@451.12,891481.13959,919421.20517,162611.40233,460554.25417,628770.98146,2231659.39004,888447.6075,753069.78586,166992.82481,993040.53239,816721.36234,2412471.88008,507937.59207,801046.88222,708830.29673,321767.66242,485531.74069,298723.27216,278071.47531,269644.46895,737416.44807,519777.33095,48844.04194,457346.41219,401897.45172,832204.97551,26886.6535,339943.5942,473274.05938,332475.1901
615.5257@488.29,729498.62715,771530.30404,282518.62819,732119.18785,815163.25424,1108564.47704,1080316.95097,758703.8179,390345.22569,826972.71562,867606.49187,1131669.6721,547735.94026,781219.04207,760784.88543,349910.3021,563669.91286,748990.78472,518366.28946,388640.76276,529174.78912,532275.6299,182458.85124,590952.79003,594022.68023,875377.12879,229833.60465,428250.23125,681638.94522,629277.89406
181.0687@56.38,10170.31818,4496.67166,13466.30143,26057.53537,16676.07468,10024.0171,13480.83176,7407.77684,12991.16498,12730.15941,12012.48647,10162.2927,11638.78014,15798.35956,11923.20694,11895.87309,7514.85828,10134.91639,14463.49919,4374.38442,20223.09965,16359.47935,6147.39848,8926.62196,13763.8128,25460.47446,1873.62523,3961.43714,13684.80446,10630.23045
515.3698@487.87,98351.83183,3820.90206,9371.7217,16621.30348,48004.297,29586.25789,31077.24511,28298.84407,121188.2754,85704.89319,112559.41613,47456.24747,104724.26728,34519.08287,86176.11805,204073.91149,27367.17232,96786.99708,97623.23708,23386.44735,492911.66225,114194.34395,21028.19902,79874.90136,214031.29979,88251.19487,31685.93105,5207.10751,234027.18399,103917.24676
612.5063@496.65,29786.75873,33086.19813,2170.18813,8505.00375,16696.80706,81734.20428,32103.19274,21664.52112,2564.00183,30464.15325,24475.46307,117248.50374,8926.52058,16745.21556,19825.66329,2238.6293,12249.71716,13280.94939,4201.91442,1778.94568,19012.94313,5815.15115,1363.9554,17450.85804,15136.01812,21758.06493,1861.93945,5098.69027,8450.88212,9846.57524
96.9592@638.38,84687.64407,84819.56433,78866.30701,153295.41354,105283.23411,138456.03235,95598.46666,92213.82702,85428.68342,81245.03734,117155.53874,136664.90007,75775.96407,120201.81761,95569.98201,77220.9288,88593.07858,114985.3312,92781.60544,81970.44913,78483.3458,78336.32938,78855.33044,75780.7609,82107.83944,87314.78773,82659.97899,71108.8076,91412.50077,100006.2453
614.5259@488.29,2056277.5617,2228157.13149,718859.99424,1942594.37101,2267614.29472,3077421.1174,3044935.05562,2120217.89192,1005158.19665,2309821.9398,2341792.73332,3218634.6832,1512747.04099,2112353.74467,2147680.54523,1003233.76378,1571302.3074,1990685.54241,1331556.94889,1016060.84339,1570887.37851,1421651.97675,385958.29438,1665293.87186,1669255.02395,2465568.54348,439378.80191,1175605.22262,1888799.02176,1672810.65485
253.2167@515.85,887012.5039,1280338.30653,667883.58562,1696709.08868,1139367.45398,1251532.17184,1043471.19996,1403798.63804,1409864.39873,1006006.40383,1630562.20495,1129605.66236,1345925.65689,1222981.49037,1466928.99106,723228.56122,1295211.57366,1635563.81754,1402373.57849,777811.20959,1307096.22097,867893.80812,723185.91256,933741.72352,922122.95432,993232.9973,733669.80815,829305.3797,1085133.03836,497419.12359
890.7272@487.97,575745.93353,557563.4231,43407.83933,339638.94725,615714.82385,814541.07011,804376.91359,439044.48476,106338.53323,807017.25006,412972.74988,1440410.32837,458056.21016,444602.89156,527179.14987,191199.73319,400062.62217,391755.75069,103722.0244,118626.06732,541422.28055,288673.55453,8067.16083,576895.35357,399127.23214,644914.2124,7900.13469,203478.93852,385611.6596,301244.64816
586.4897@487.95,5514008.63609,5355232.88139,843935.255,2993603.47351,4800191.41789,6823568.77103,7297998.56738,4495666.29449,1379999.69485,6138400.06762,3961840.5346,8653998.69739,3467854.21424,3819206.05793,4666775.71978,1838433.4952,3934131.67501,3179709.52759,1727534.44841,1757392.40631,4121184.03089,3084070.72561,268351.05198,4677433.75421,3931858.38835,5859981.82793,358962.74705,2303195.92441,3395165.8946,2842847.69709
704.3349@459.85,10853.0181,6736.60543,9641.13961,6179.30177,8107.96216,7974.40516,13128.37952,6020.13817,9654.13564,9778.30794,5761.20903,5452.75537,10957.25735,7958.81,10070.13937,13492.60336,8036.97141,6028.38449,11391.15574,8724.3363,10513.6137,10432.1463,2935.44,8901.8563,7891.00422,10875.35565,5073.86117,4716.68429,12401.69626,4826.05946
137.9858@628.92,244394.87218,245200.06484,244223.0751,289623.5256,266131.02153,275429.10105,237787.0541,242219.92008,249749.27673,236291.36645,281626.79041,249705.7634,226209.4902,245440.25597,246908.81322,235323.2525,239217.46701,244458.78253,249167.28704,250241.62289,222150.15923,242435.27434,247546.52821,226385.41699,231875.58741,253871.88318,237050.58931,238368.13402,252529.26609,261948.4744
728.6084@488.35,64021.81459,66906.46518,20410.92506,52731.75938,67821.04688,92914.71577,108600.16011,63523.07433,33062.7371,84778.54955,65671.40333,100583.44671,43631.17663,58878.8937,63043.05723,23320.95571,46452.66854,64015.41846,39559.83234,27333.55625,49710.04394,42870.79985,0.0,52797.16625,57538.30559,85889.25347,6697.38731,31110.47779,45675.01892,52632.95436
332.9803@653.62,244386.78615,245763.1284,239287.09253,234945.7797,239773.92837,229004.98532,234416.23044,229571.34319,230232.36822,237405.05259,227805.41908,239150.35822,231477.72457,232936.08453,234909.30325,238022.25959,233367.95264,239745.98122,229334.09447,237414.741,238615.78218,230840.09862,244240.07311,247954.19955,233771.20055,234454.61467,234811.09754,240396.94739,238624.95119,229504.28129
349.2357@488.22,2523925.93592,2492319.30368,1054609.17646,1790034.41919,2488435.5031,2756053.04666,3098899.07197,2307376.89382,1271959.11699,2652755.76798,2207582.61258,3382771.50709,2048382.65969,2161427.05664,2309752.77776,1501578.73294,2190258.903,1950297.07087,1577915.90279,1424102.51956,2211939.49822,1907474.00235,708988.28005,2349955.13352,2043230.10472,2750320.29766,775072.21915,1630792.01293,2034517.63533,1825863.54909
350.2389@488.22,475813.72716,473740.49496,204855.3869,347470.82006,484508.54764,541271.20064,576389.28277,439464.28055,244072.06083,515235.85885,440031.34443,639049.49984,387625.76666,424207.10101,447428.29337,287589.75192,424279.13782,387219.19831,315496.09691,273061.77114,425884.43292,369031.56435,143616.29804,450790.39186,394515.59652,525177.4005,149182.42937,310500.2072,399626.0949,360841.15416
283.2635@459.59,525627.55484,371015.49894,406956.73292,378458.55395,365744.70703,437061.00343,646236.18486,357544.43783,435008.04406,456352.32226,376599.82544,353635.05482,470047.69053,411325.95659,452435.38447,628945.60183,384703.73457,363818.5494,510439.83993,380590.64022,445234.72959,486501.69786,315183.21174,462837.51726,402206.87826,482558.37903,324963.43252,323663.78955,509713.16552,446092.68074
653.4724@488.03,260806.08234,256607.62522,62246.20723,184777.08128,306099.15011,326937.66834,344072.11322,223652.6885,94121.12224,351713.24582,213528.59489,585741.32198,252305.37821,236842.51705,241483.01338,139514.34399,213092.90871,221872.40556,92268.32157,100740.84174,268239.79422,169643.55,28348.4422,282636.92943,196056.98951,293323.5552,23250.23783,139912.74535,208175.05556,179367.17068
570.5148@487.97,102024.01768,93795.19418,6074.22518,47647.13242,86674.52079,123204.86275,130754.58565,74917.52176,16448.22869,121651.32945,65278.95405,171286.27881,63582.85875,63435.81687,81193.48906,28834.62683,72970.84342,52470.39594,20103.17606,24222.70937,81899.984,49946.25207,1681.13966,93902.33868,68595.77559,105369.67675,3238.17255,34154.4575,53294.7243,45505.47351
599.9524@509,56932.4694,64131.36693,63371.45779,93455.89064,70888.4185,95177.53374,69238.08608,70336.35987,61727.7076,60993.48441,88317.69239,76718.78217,55739.14091,82780.66893,68793.24589,47133.80863,52192.96053,82717.9818,66212.83539,61056.4737,51389.34779,60281.66091,57338.79548,50110.90871,63798.90796,60254.52109,58447.79761,59934.55255,67697.78051,73051.27404
330.2511@451.08,211715.95951,214768.57954,36221.05858,91462.27979,144231.10756,504757.10205,207727.94302,179286.92752,37641.1425,235957.92642,191275.72089,595637.13148,120669.84801,193900.92518,169198.11622,73427.9863,108781.08562,70394.33166,62276.13099,61337.55375,174470.34257,121940.35978,5529.69675,104878.17615,92413.83027,198263.22501,7484.68866,76153.30279,111512.96275,77438.60886
585.4865@488.08,14884017.20746,14444027.37,2189367.6239,7901126.56877,12568298.82006,17823936.05787,19113672.23162,11777010.0372,3714700.43572,16515067.65001,10330786.04944,22267250.29972,9125007.46392,10064062.73343,12299482.52961,4940944.31947,10355598.17134,8371640.44079,4527959.37861,4590622.04983,11158210.02328,8069717.55428,714253.26863,12641702.73381,10609988.53238,15437872.50238,956800.44149,6009108.15791,8938594.09866,7392270.31695
654.4754@488.03,88538.06191,87924.73891,21693.67572,63360.64792,110456.10404,115258.75548,118767.84721,74745.56209,31673.48381,125831.46574,70788.48179,212159.97206,86529.06792,79313.85603,85964.54379,48744.16761,74488.70561,76304.65362,29078.84326,32787.41213,93166.7212,56421.37618,7524.32991,99775.38781,68698.88204,101294.30158,4860.28578,48459.07193,74154.35225,61973.18999
174.9917@652.93,1692679.08704,1656276.07146,1666402.60993,1840741.48401,1687188.3749,1633710.99628,1641195.99621,1591344.31305,1620858.78541,1656953.70281,1757208.69452,1761802.10726,1630985.96475,1746722.61761,1634261.29832,1649619.4033,1653051.54923,1849177.81726,1647563.84776,1654649.31296,1660486.94243,1623728.2954,1704231.73638,1693470.82336,1655535.8182,1643734.39167,1649271.8105,1641293.43639,1756012.31877,1645035.0566
